student_id,name,career_goal,internships_done,job_ready,suggested_paths
2608,Priya T 42,DevOps Specialist,None,No,"Contribute to open source, Resume upgrade, hackathons"
2609,Ravi R 32,Embedded Engineer,"2 (NLP, Vision)",Yes,"Build capstone projects, Core project, mock interviews"
2610,Ravi T 36,ML Engineer,1 (Web Dev Intern),No,"Resume upgrade, hackathons, LinkedIn optimization"
2611,Sneha T 36,AR/VR Developer,1 (ML Intern),Yes,"Portfolio enhancement, Attend tech webinars"
2612,Arjun S 45,DevOps Specialist,1 (AR Intern),Yes,"Apply to research roles, Resume upgrade, hackathons"
2613,Meera M 36,Web Developer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Build capstone projects"
2614,Arjun R 32,ML Engineer,1 (Security Intern),Yes,"Contribute to open source, Resume upgrade, hackathons"
2615,Ankit K 38,DevOps Specialist,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Core project, mock interviews"
2616,Ravi K 31,AI Researcher,1 (ML Intern),No,"Apply to research roles, Certifications in relevant domain"
2617,Priya M 31,DevOps Specialist,1 (CAD Internship),No,"Core project, mock interviews, Contribute to open source"
2618,Divya S 27,ML Engineer,1 (ML Intern),Yes,"Contribute to open source, Apply to research roles"
2619,Priya S 32,DevOps Specialist,1 (ML Intern),Yes,"Resume upgrade, hackathons, Attend tech webinars"
2620,Arjun K 41,ML Engineer,1 (CAD Internship),Yes,"Build capstone projects, Certifications in relevant domain"
2621,Karan R 25,ML Engineer,"2 (DevOps, Cloud)",No,"Attend tech webinars, Core project, mock interviews"
2622,Divya T 38,Data Scientist,None,No,"Apply to research roles, Core project, mock interviews"
2623,Aisha M 33,DevOps Specialist,"2 (DevOps, Cloud)",No,"Practice DSA, GitHub proj, Portfolio enhancement"
2624,Ravi M 31,Data Scientist,"2 (DevOps, Cloud)",Yes,"Portfolio enhancement, Core project, mock interviews"
2625,Ankit K 39,Data Scientist,1 (CAD Internship),Yes,"LinkedIn optimization, Portfolio enhancement"
2626,Aisha S 21,Software Developer,1 (CAD Internship),No,"Core project, mock interviews, Practice DSA, GitHub proj"
2627,Ravi M 32,Web Developer,1 (Security Intern),Yes,"Attend tech webinars, Portfolio enhancement"
2628,Aisha K 36,Cybersecurity Analyst,1 (AR Intern),Yes,"Portfolio enhancement, Build capstone projects"
2629,Rahul K 28,AI Researcher,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
2630,Aisha K 37,DevOps Specialist,1 (ML Intern),Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
2631,Arjun T 26,AI Researcher,1 (IoT Internship),Yes,"Attend tech webinars, Practice DSA, GitHub proj"
2632,Sneha K 32,AI Researcher,1 (IoT Internship),Yes,"Apply to research roles, Attend tech webinars"
2633,Arjun M 33,ML Engineer,"2 (NLP, Vision)",No,"Practice DSA, GitHub proj, Build capstone projects"
2634,Priya R 26,ML Engineer,1 (AR Intern),Yes,"Build capstone projects, Portfolio enhancement"
2635,Divya R 35,Web Developer,1 (AR Intern),No,"Build capstone projects, Contribute to open source"
2636,Ravi T 37,ML Engineer,1 (AR Intern),Yes,"Attend tech webinars, Apply to research roles"
2637,Divya K 23,Embedded Engineer,1 (CAD Internship),Yes,"Core project, mock interviews, Certifications in relevant domain"
2638,Priya M 32,Product Designer,"2 (Research, Dev)",Yes,"LinkedIn optimization, Contribute to open source"
2639,Sneha T 37,Data Scientist,"2 (Research, Dev)",Yes,"Certifications in relevant domain, Contribute to open source"
2640,Sneha T 38,ML Engineer,1 (Web Dev Intern),No,"Apply to research roles, Build capstone projects"
2641,Priya T 43,Cloud Engineer,1 (AR Intern),Yes,"Contribute to open source, LinkedIn optimization"
2642,Priya R 27,Product Designer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Practice DSA, GitHub proj"
2643,Arjun K 42,AI Researcher,1 (ML Intern),Yes,"Contribute to open source, Certifications in relevant domain"
2644,Aisha R 41,Data Scientist,1 (IoT Internship),No,"Apply to research roles, Certifications in relevant domain"
2645,Sneha S 31,AI Researcher,"2 (DevOps, Cloud)",No,"Certifications in relevant domain, LinkedIn optimization"
2646,Arjun K 43,Web Developer,"2 (NLP, Vision)",Yes,"Contribute to open source, Portfolio enhancement"
2647,Priya T 44,Software Developer,1 (Security Intern),Yes,"Contribute to open source, Resume upgrade, hackathons"
2648,Arjun T 27,Web Developer,"2 (NLP, Vision)",No,"Attend tech webinars, Portfolio enhancement"
2649,Rahul R 32,AR/VR Developer,1 (IoT Internship),Yes,"Build capstone projects, Contribute to open source"
2650,Meera R 34,Cybersecurity Analyst,"2 (DevOps, Cloud)",No,"Certifications in relevant domain, Core project, mock interviews"
2651,Aisha K 38,DevOps Specialist,1 (CAD Internship),No,"Build capstone projects, Practice DSA, GitHub proj"
2652,Ravi M 33,Cybersecurity Analyst,1 (Security Intern),No,"LinkedIn optimization, Practice DSA, GitHub proj"
2653,Arjun S 46,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Attend tech webinars, Resume upgrade, hackathons"
2654,Priya S 33,Software Developer,1 (Security Intern),No,"Attend tech webinars, Practice DSA, GitHub proj"
2655,Ravi M 34,Cybersecurity Analyst,1 (CAD Internship),Yes,"Apply to research roles, Contribute to open source"
2656,Rahul R 33,DevOps Specialist,1 (Security Intern),Yes,"Contribute to open source, Practice DSA, GitHub proj"
2657,Arjun R 33,Cloud Engineer,1 (AR Intern),Yes,"Build capstone projects, Core project, mock interviews"
2658,Rahul R 34,Systems Engineer,"2 (Research, Dev)",Yes,"Certifications in relevant domain, LinkedIn optimization"
2659,Ankit K 40,Systems Engineer,"2 (DevOps, Cloud)",No,"Attend tech webinars, Certifications in relevant domain"
2660,Aisha S 22,AR/VR Developer,1 (Security Intern),Yes,"Attend tech webinars, Build capstone projects"
2661,Ankit R 34,ML Engineer,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Attend tech webinars"
2662,Ravi K 32,Product Designer,1 (Security Intern),Yes,"LinkedIn optimization, Build capstone projects"
2663,Rahul R 35,DevOps Specialist,1 (Security Intern),Yes,"Contribute to open source, Apply to research roles"
2664,Arjun T 28,AI Researcher,1 (ML Intern),No,"Apply to research roles, Certifications in relevant domain"
2665,Aisha R 42,Systems Engineer,None,No,"Practice DSA, GitHub proj, LinkedIn optimization"
2666,Aisha T 30,Cloud Engineer,1 (ML Intern),Yes,"Contribute to open source, Portfolio enhancement"
2667,Priya S 34,Cloud Engineer,"2 (Research, Dev)",No,"Build capstone projects, Contribute to open source"
2668,Arjun K 44,Product Designer,1 (AR Intern),Yes,"Build capstone projects, Certifications in relevant domain"
2669,Meera M 37,Data Scientist,1 (AR Intern),No,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
2670,Aisha S 23,Software Developer,1 (IoT Internship),Yes,"Practice DSA, GitHub proj, LinkedIn optimization"
2671,Karan R 26,Embedded Engineer,1 (Security Intern),Yes,"Core project, mock interviews, Build capstone projects"
2672,Meera R 35,Data Scientist,1 (IoT Internship),No,"Core project, mock interviews, Apply to research roles"
2673,Aisha K 39,ML Engineer,None,No,"Attend tech webinars, Core project, mock interviews"
2674,Aisha R 43,Product Designer,1 (CAD Internship),No,"Contribute to open source, Portfolio enhancement"
2675,Divya T 39,Cloud Engineer,"2 (Research, Dev)",Yes,"Apply to research roles, Portfolio enhancement"
2676,Rahul K 29,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Build capstone projects"
2677,Sneha S 32,Embedded Engineer,"2 (NLP, Vision)",Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
2678,Ravi T 38,Systems Engineer,1 (ML Intern),No,"Build capstone projects, Core project, mock interviews"
2679,Ankit K 41,Embedded Engineer,"2 (NLP, Vision)",No,"Portfolio enhancement, Contribute to open source"
2680,Rahul R 36,Data Scientist,1 (CAD Internship),No,"Certifications in relevant domain, Attend tech webinars"
2681,Divya K 24,Cloud Engineer,1 (IoT Internship),No,"Apply to research roles, Attend tech webinars"
2682,Ankit R 35,Cybersecurity Analyst,None,No,"Contribute to open source, Certifications in relevant domain"
2683,Arjun K 45,AR/VR Developer,1 (Web Dev Intern),Yes,"Practice DSA, GitHub proj, Attend tech webinars"
2684,Arjun M 34,Software Developer,None,No,"LinkedIn optimization, Practice DSA, GitHub proj"
2685,Sneha K 33,Systems Engineer,1 (Security Intern),No,"Practice DSA, GitHub proj, Apply to research roles"
2686,Ravi S 26,Cloud Engineer,1 (CAD Internship),No,"Core project, mock interviews, Contribute to open source"
2687,Meera S 33,Data Scientist,1 (IoT Internship),Yes,"Attend tech webinars, Core project, mock interviews"
2688,Ravi K 33,Embedded Engineer,"2 (NLP, Vision)",Yes,"Practice DSA, GitHub proj, Attend tech webinars"
2689,Ankit T 28,Cloud Engineer,1 (Web Dev Intern),Yes,"Certifications in relevant domain, Core project, mock interviews"
2690,Ravi R 33,Software Developer,"2 (NLP, Vision)",No,"Contribute to open source, Certifications in relevant domain"
2691,Rahul R 37,AI Researcher,1 (AR Intern),No,"Portfolio enhancement, Resume upgrade, hackathons"
2692,Arjun T 29,Embedded Engineer,1 (Security Intern),Yes,"Certifications in relevant domain, Apply to research roles"
2693,Aisha K 40,DevOps Specialist,1 (AR Intern),Yes,"Attend tech webinars, Portfolio enhancement"
2694,Divya T 40,Cloud Engineer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Resume upgrade, hackathons"
2695,Meera M 38,Systems Engineer,1 (CAD Internship),Yes,"Attend tech webinars, Certifications in relevant domain"
2696,Ravi K 34,AR/VR Developer,1 (IoT Internship),Yes,"Certifications in relevant domain, Core project, mock interviews"
2697,Sneha R 34,Data Scientist,None,No,"Certifications in relevant domain, Practice DSA, GitHub proj"
2698,Priya M 33,ML Engineer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Resume upgrade, hackathons"
2699,Priya R 28,Web Developer,1 (AR Intern),No,"Resume upgrade, hackathons, Apply to research roles"
2700,Ravi K 35,Web Developer,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Build capstone projects"
2701,Ankit T 29,Cloud Engineer,1 (CAD Internship),No,"LinkedIn optimization, Apply to research roles"
2702,Karan R 27,Embedded Engineer,None,No,"Contribute to open source, LinkedIn optimization"
2703,Ravi S 27,DevOps Specialist,1 (CAD Internship),No,"LinkedIn optimization, Portfolio enhancement"
2704,Sneha K 34,Embedded Engineer,None,No,"Contribute to open source, Certifications in relevant domain"
2705,Ravi S 28,Product Designer,"2 (NLP, Vision)",Yes,"Build capstone projects, Portfolio enhancement"
2706,Ravi K 36,AR/VR Developer,1 (CAD Internship),No,"Portfolio enhancement, Practice DSA, GitHub proj"
2707,Ankit R 36,Systems Engineer,1 (AR Intern),Yes,"Attend tech webinars, LinkedIn optimization"
2708,Rahul S 36,Web Developer,1 (ML Intern),No,"Practice DSA, GitHub proj, Portfolio enhancement"
2709,Ravi K 37,Embedded Engineer,1 (ML Intern),Yes,"Contribute to open source, Portfolio enhancement"
2710,Ravi S 29,AI Researcher,1 (CAD Internship),Yes,"Contribute to open source, Build capstone projects"
2711,Arjun S 47,Cybersecurity Analyst,1 (AR Intern),Yes,"Apply to research roles, Portfolio enhancement"
2712,Karan M 37,Systems Engineer,"2 (NLP, Vision)",No,"Core project, mock interviews, Certifications in relevant domain"
2713,Sneha T 39,AR/VR Developer,"2 (DevOps, Cloud)",No,"LinkedIn optimization, Core project, mock interviews"
2714,Ravi M 35,Product Designer,1 (AR Intern),No,"Apply to research roles, Portfolio enhancement"
2715,Meera S 34,Embedded Engineer,1 (AR Intern),Yes,"Build capstone projects, Portfolio enhancement"
2716,Ankit T 30,Systems Engineer,None,No,"Contribute to open source, Practice DSA, GitHub proj"
2717,Ravi S 30,Web Developer,1 (Web Dev Intern),No,"Contribute to open source, Portfolio enhancement"
2718,Divya M 37,Web Developer,1 (Security Intern),Yes,"Core project, mock interviews, Resume upgrade, hackathons"
2719,Karan S 29,Cybersecurity Analyst,1 (IoT Internship),Yes,"Certifications in relevant domain, LinkedIn optimization"
2720,Priya K 33,Cloud Engineer,1 (Web Dev Intern),Yes,"Portfolio enhancement, LinkedIn optimization"
2721,Aisha R 44,Embedded Engineer,1 (CAD Internship),No,"Contribute to open source, Portfolio enhancement"
2722,Divya T 41,Web Developer,"2 (DevOps, Cloud)",Yes,"Contribute to open source, Portfolio enhancement"
2723,Karan K 38,DevOps Specialist,1 (Web Dev Intern),Yes,"Practice DSA, GitHub proj, Core project, mock interviews"
2724,Rahul R 38,ML Engineer,1 (CAD Internship),Yes,"Resume upgrade, hackathons, Attend tech webinars"
2725,Priya R 29,Cybersecurity Analyst,1 (ML Intern),Yes,"LinkedIn optimization, Attend tech webinars"
2726,Divya T 42,AR/VR Developer,1 (CAD Internship),Yes,"Portfolio enhancement, Apply to research roles"
2727,Aisha S 24,AI Researcher,None,No,"Resume upgrade, hackathons, Core project, mock interviews"
2728,Arjun K 46,Data Scientist,1 (IoT Internship),Yes,"LinkedIn optimization, Practice DSA, GitHub proj"
2729,Ankit T 31,Web Developer,None,No,"Practice DSA, GitHub proj, LinkedIn optimization"
2730,Meera R 36,Product Designer,1 (AR Intern),Yes,"Portfolio enhancement, LinkedIn optimization"
2731,Ravi R 34,ML Engineer,None,No,"Practice DSA, GitHub proj, Contribute to open source"
2732,Priya S 35,AI Researcher,1 (Security Intern),Yes,"LinkedIn optimization, Attend tech webinars"
2733,Arjun R 34,AI Researcher,1 (ML Intern),Yes,"Certifications in relevant domain, Attend tech webinars"
2734,Karan T 29,Software Developer,"2 (Research, Dev)",No,"Apply to research roles, Resume upgrade, hackathons"
2735,Divya T 43,DevOps Specialist,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Core project, mock interviews"
2736,Arjun K 47,AR/VR Developer,"2 (NLP, Vision)",Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
2737,Rahul R 39,Web Developer,1 (Security Intern),No,"LinkedIn optimization, Portfolio enhancement"
2738,Ravi S 31,Software Developer,1 (CAD Internship),Yes,"Resume upgrade, hackathons, Core project, mock interviews"
2739,Sneha K 35,Systems Engineer,1 (Security Intern),Yes,"Apply to research roles, Contribute to open source"
2740,Arjun T 30,Cybersecurity Analyst,None,No,"Core project, mock interviews, Build capstone projects"
2741,Meera S 35,AR/VR Developer,1 (AR Intern),Yes,"Resume upgrade, hackathons, Contribute to open source"
2742,Aisha R 45,Cybersecurity Analyst,1 (IoT Internship),Yes,"Portfolio enhancement, Core project, mock interviews"
2743,Priya M 34,Systems Engineer,1 (AR Intern),No,"Build capstone projects, Practice DSA, GitHub proj"
2744,Arjun S 48,Product Designer,"2 (Research, Dev)",Yes,"Attend tech webinars, Resume upgrade, hackathons"
2745,Karan K 39,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Core project, mock interviews, Portfolio enhancement"
2746,Divya T 44,AR/VR Developer,"2 (Research, Dev)",Yes,"Build capstone projects, Apply to research roles"
2747,Arjun R 35,Software Developer,"2 (DevOps, Cloud)",No,"Apply to research roles, Practice DSA, GitHub proj"
2748,Ankit R 37,Web Developer,1 (Security Intern),Yes,"LinkedIn optimization, Resume upgrade, hackathons"
2749,Priya T 45,DevOps Specialist,1 (Security Intern),Yes,"Certifications in relevant domain, Apply to research roles"
2750,Divya K 25,Systems Engineer,1 (Security Intern),Yes,"Contribute to open source, Apply to research roles"
2751,Rahul M 44,Systems Engineer,1 (IoT Internship),Yes,"Resume upgrade, hackathons, Apply to research roles"
2752,Aisha M 34,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Resume upgrade, hackathons"
2753,Priya S 36,Data Scientist,"2 (Research, Dev)",No,"Resume upgrade, hackathons, Portfolio enhancement"
2754,Karan K 40,Cloud Engineer,"2 (NLP, Vision)",No,"LinkedIn optimization, Portfolio enhancement"
2755,Ravi R 35,AI Researcher,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
2756,Ankit T 32,Embedded Engineer,None,No,"Resume upgrade, hackathons, Certifications in relevant domain"
2757,Ankit M 37,Embedded Engineer,None,No,"Resume upgrade, hackathons, Attend tech webinars"
2758,Karan M 38,Systems Engineer,1 (Web Dev Intern),Yes,"Certifications in relevant domain, Resume upgrade, hackathons"
2759,Aisha T 31,Web Developer,1 (ML Intern),No,"Build capstone projects, Contribute to open source"
2760,Rahul K 30,AI Researcher,1 (AR Intern),Yes,"Apply to research roles, Certifications in relevant domain"
2761,Karan K 41,Software Developer,1 (CAD Internship),Yes,"Portfolio enhancement, Certifications in relevant domain"
2762,Meera S 36,ML Engineer,1 (ML Intern),No,"Core project, mock interviews, Certifications in relevant domain"
2763,Priya M 35,Data Scientist,None,No,"Core project, mock interviews, Practice DSA, GitHub proj"
2764,Priya K 34,Software Developer,"2 (Research, Dev)",No,"Core project, mock interviews, Apply to research roles"
2765,Meera T 34,Data Scientist,1 (AR Intern),Yes,"LinkedIn optimization, Apply to research roles"
2766,Arjun M 35,DevOps Specialist,1 (ML Intern),Yes,"Certifications in relevant domain, Build capstone projects"
2767,Divya R 36,ML Engineer,1 (CAD Internship),Yes,"Attend tech webinars, Portfolio enhancement"
2768,Divya S 28,Embedded Engineer,None,No,"LinkedIn optimization, Certifications in relevant domain"
2769,Rahul M 45,Product Designer,1 (AR Intern),Yes,"Resume upgrade, hackathons, Contribute to open source"
2770,Priya R 30,AI Researcher,1 (Web Dev Intern),Yes,"Certifications in relevant domain, LinkedIn optimization"
2771,Divya S 29,DevOps Specialist,1 (Web Dev Intern),No,"Portfolio enhancement, Apply to research roles"
2772,Ravi K 38,Software Developer,1 (AR Intern),No,"Resume upgrade, hackathons, Build capstone projects"
2773,Priya K 35,DevOps Specialist,"2 (NLP, Vision)",No,"Certifications in relevant domain, Practice DSA, GitHub proj"
2774,Divya T 45,Embedded Engineer,1 (CAD Internship),No,"Attend tech webinars, Apply to research roles"
2775,Arjun R 36,ML Engineer,1 (Web Dev Intern),Yes,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
2776,Sneha T 40,Data Scientist,"2 (NLP, Vision)",Yes,"Contribute to open source, LinkedIn optimization"
2777,Sneha S 33,AR/VR Developer,"2 (DevOps, Cloud)",No,"Apply to research roles, Build capstone projects"
2778,Karan R 28,Data Scientist,1 (CAD Internship),Yes,"LinkedIn optimization, Resume upgrade, hackathons"
2779,Karan S 30,Product Designer,None,No,"LinkedIn optimization, Attend tech webinars"
2780,Karan R 29,Software Developer,1 (Web Dev Intern),No,"Portfolio enhancement, Resume upgrade, hackathons"
2781,Arjun S 49,Web Developer,1 (IoT Internship),Yes,"Resume upgrade, hackathons, Build capstone projects"
2782,Sneha R 35,DevOps Specialist,"2 (DevOps, Cloud)",No,"Build capstone projects, Portfolio enhancement"
2783,Karan R 30,AI Researcher,1 (CAD Internship),Yes,"Attend tech webinars, Practice DSA, GitHub proj"
2784,Ravi T 39,ML Engineer,1 (Web Dev Intern),Yes,"Apply to research roles, Attend tech webinars"
2785,Ankit T 33,Product Designer,1 (Security Intern),Yes,"Portfolio enhancement, Attend tech webinars"
2786,Arjun T 31,Software Developer,"2 (DevOps, Cloud)",Yes,"Certifications in relevant domain, Apply to research roles"
2787,Rahul T 39,AR/VR Developer,1 (ML Intern),Yes,"Certifications in relevant domain, Contribute to open source"
2788,Rahul T 40,DevOps Specialist,None,No,"LinkedIn optimization, Build capstone projects"
2789,Aisha S 25,Cloud Engineer,1 (Security Intern),No,"Contribute to open source, Attend tech webinars"
2790,Aisha R 46,Systems Engineer,1 (IoT Internship),No,"Apply to research roles, Resume upgrade, hackathons"
2791,Aisha S 26,Software Developer,1 (CAD Internship),No,"Apply to research roles, Attend tech webinars"
2792,Sneha R 36,Cloud Engineer,1 (Security Intern),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
2793,Ravi R 36,Product Designer,None,No,"Contribute to open source, Apply to research roles"
2794,Arjun T 32,DevOps Specialist,1 (AR Intern),Yes,"Portfolio enhancement, Attend tech webinars"
2795,Meera T 35,Data Scientist,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Core project, mock interviews"
2796,Priya R 31,Software Developer,"2 (NLP, Vision)",Yes,"Build capstone projects, Core project, mock interviews"
2797,Ravi M 36,DevOps Specialist,1 (IoT Internship),No,"Certifications in relevant domain, Resume upgrade, hackathons"
2798,Sneha T 41,DevOps Specialist,1 (AR Intern),Yes,"Attend tech webinars, Core project, mock interviews"
2799,Arjun M 36,Web Developer,1 (CAD Internship),Yes,"Core project, mock interviews, Contribute to open source"
2800,Arjun T 33,Cloud Engineer,1 (Security Intern),No,"Resume upgrade, hackathons, Build capstone projects"
2801,Priya T 46,Systems Engineer,"2 (Research, Dev)",No,"Attend tech webinars, Resume upgrade, hackathons"
2802,Ravi S 32,Systems Engineer,1 (AR Intern),Yes,"Core project, mock interviews, Build capstone projects"
2803,Sneha M 21,AI Researcher,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Contribute to open source"
2804,Rahul M 46,Embedded Engineer,1 (AR Intern),No,"Contribute to open source, Apply to research roles"
2805,Priya T 47,Data Scientist,1 (CAD Internship),Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
2806,Ravi S 33,Web Developer,None,No,"LinkedIn optimization, Apply to research roles"
2807,Meera T 36,AR/VR Developer,1 (CAD Internship),No,"Resume upgrade, hackathons, Attend tech webinars"
2808,Aisha S 27,Web Developer,None,No,"LinkedIn optimization, Apply to research roles"
2809,Meera M 39,Cloud Engineer,"2 (Research, Dev)",Yes,"Build capstone projects, Portfolio enhancement"
2810,Meera M 40,AR/VR Developer,None,No,"Practice DSA, GitHub proj, Certifications in relevant domain"
2811,Karan S 31,Software Developer,None,No,"Build capstone projects, Portfolio enhancement"
2812,Ankit S 44,Cybersecurity Analyst,1 (ML Intern),Yes,"Apply to research roles, Portfolio enhancement"
2813,Karan M 39,AI Researcher,None,No,"Attend tech webinars, Resume upgrade, hackathons"
2814,Ravi M 37,Cloud Engineer,1 (ML Intern),No,"Portfolio enhancement, Resume upgrade, hackathons"
2815,Divya M 38,Web Developer,None,No,"Attend tech webinars, Apply to research roles"
2816,Priya M 36,Software Developer,None,No,"Contribute to open source, Apply to research roles"
2817,Sneha T 42,AR/VR Developer,1 (CAD Internship),Yes,"Apply to research roles, Core project, mock interviews"
2818,Rahul K 31,DevOps Specialist,None,No,"Core project, mock interviews, LinkedIn optimization"
2819,Ankit T 34,Data Scientist,1 (CAD Internship),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
2820,Ankit T 35,Product Designer,1 (AR Intern),Yes,"Build capstone projects, Contribute to open source"
2821,Rahul T 41,Cybersecurity Analyst,1 (CAD Internship),Yes,"Attend tech webinars, Certifications in relevant domain"
2822,Arjun S 50,Data Scientist,None,No,"Portfolio enhancement, Resume upgrade, hackathons"
2823,Divya S 30,DevOps Specialist,1 (AR Intern),No,"Practice DSA, GitHub proj, LinkedIn optimization"
2824,Ravi S 34,Data Scientist,1 (CAD Internship),Yes,"Contribute to open source, Resume upgrade, hackathons"
2825,Meera S 37,Systems Engineer,1 (ML Intern),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
2826,Ankit M 38,Embedded Engineer,1 (Web Dev Intern),Yes,"Core project, mock interviews, Attend tech webinars"
2827,Meera M 41,Cloud Engineer,1 (Web Dev Intern),No,"Contribute to open source, Certifications in relevant domain"
2828,Rahul K 32,Data Scientist,1 (Security Intern),Yes,"LinkedIn optimization, Core project, mock interviews"
2829,Ankit K 42,Cybersecurity Analyst,"2 (Research, Dev)",No,"Core project, mock interviews, Apply to research roles"
2830,Priya R 32,Cybersecurity Analyst,1 (CAD Internship),Yes,"Attend tech webinars, Practice DSA, GitHub proj"
2831,Rahul R 40,AR/VR Developer,1 (CAD Internship),Yes,"Certifications in relevant domain, Core project, mock interviews"
2832,Meera R 37,Cybersecurity Analyst,None,No,"Contribute to open source, Resume upgrade, hackathons"
2833,Arjun S 51,Cloud Engineer,1 (Web Dev Intern),Yes,"Practice DSA, GitHub proj, Build capstone projects"
2834,Rahul K 33,Data Scientist,1 (Security Intern),Yes,"Certifications in relevant domain, Resume upgrade, hackathons"
2835,Rahul R 41,DevOps Specialist,1 (IoT Internship),Yes,"LinkedIn optimization, Contribute to open source"
2836,Meera R 38,AR/VR Developer,1 (AR Intern),Yes,"Attend tech webinars, Resume upgrade, hackathons"
2837,Aisha R 47,AR/VR Developer,None,No,"Build capstone projects, Certifications in relevant domain"
2838,Meera M 42,Web Developer,1 (ML Intern),No,"Build capstone projects, Contribute to open source"
2839,Divya M 39,Embedded Engineer,1 (ML Intern),Yes,"Core project, mock interviews, LinkedIn optimization"
2840,Divya T 46,ML Engineer,1 (Security Intern),Yes,"Portfolio enhancement, Build capstone projects"
2841,Meera R 39,Systems Engineer,1 (ML Intern),Yes,"Build capstone projects, LinkedIn optimization"
2842,Rahul T 42,Software Developer,"2 (Research, Dev)",Yes,"LinkedIn optimization, Contribute to open source"
2843,Ankit K 43,Product Designer,1 (CAD Internship),Yes,"Practice DSA, GitHub proj, Attend tech webinars"
2844,Karan K 42,Product Designer,1 (IoT Internship),No,"Resume upgrade, hackathons, Attend tech webinars"
2845,Priya K 36,AI Researcher,None,No,"Certifications in relevant domain, Attend tech webinars"
2846,Arjun T 34,Embedded Engineer,1 (Web Dev Intern),Yes,"Core project, mock interviews, LinkedIn optimization"
2847,Divya T 47,Data Scientist,"2 (Research, Dev)",Yes,"Core project, mock interviews, Practice DSA, GitHub proj"
2848,Priya S 37,AI Researcher,None,No,"Core project, mock interviews, Certifications in relevant domain"
2849,Meera K 30,Cybersecurity Analyst,1 (Web Dev Intern),No,"Attend tech webinars, Apply to research roles"
2850,Divya T 48,ML Engineer,1 (AR Intern),Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
2851,Meera S 38,Product Designer,1 (ML Intern),Yes,"LinkedIn optimization, Build capstone projects"
2852,Ravi R 37,Cloud Engineer,1 (Web Dev Intern),Yes,"Apply to research roles, Contribute to open source"
2853,Arjun R 37,Embedded Engineer,1 (Security Intern),No,"Apply to research roles, LinkedIn optimization"
2854,Ravi R 38,Systems Engineer,1 (Security Intern),No,"Portfolio enhancement, Core project, mock interviews"
2855,Ravi M 38,Product Designer,1 (CAD Internship),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
2856,Rahul R 42,ML Engineer,1 (Security Intern),Yes,"Core project, mock interviews, Practice DSA, GitHub proj"
2857,Aisha M 35,ML Engineer,"2 (DevOps, Cloud)",Yes,"Attend tech webinars, Build capstone projects"
2858,Ravi S 35,AR/VR Developer,1 (Security Intern),Yes,"Resume upgrade, hackathons, Build capstone projects"
2859,Sneha K 36,Product Designer,None,No,"Portfolio enhancement, Certifications in relevant domain"
2860,Arjun R 38,DevOps Specialist,"2 (DevOps, Cloud)",Yes,"Portfolio enhancement, Resume upgrade, hackathons"
2861,Priya T 48,Data Scientist,1 (ML Intern),No,"Apply to research roles, LinkedIn optimization"
2862,Rahul K 34,Product Designer,None,No,"Core project, mock interviews, Attend tech webinars"
2863,Divya M 40,Product Designer,1 (ML Intern),Yes,"Certifications in relevant domain, Portfolio enhancement"
2864,Sneha S 34,ML Engineer,1 (IoT Internship),Yes,"Portfolio enhancement, Core project, mock interviews"
2865,Sneha S 35,Software Developer,"2 (Research, Dev)",Yes,"Certifications in relevant domain, Portfolio enhancement"
2866,Karan R 31,Cybersecurity Analyst,1 (CAD Internship),Yes,"Attend tech webinars, LinkedIn optimization"
2867,Karan K 43,Cybersecurity Analyst,1 (ML Intern),No,"Portfolio enhancement, Apply to research roles"
2868,Ravi M 39,Data Scientist,"2 (NLP, Vision)",Yes,"Attend tech webinars, Portfolio enhancement"
