student_id,name,weak_subjects,strengths,recommended_actions,recent_progress
2532,Meera M 34,"Math, RL","DL, OS",Focus on weak topics,Declining
2533,Karan M 36,"RL, Structural","Concrete Tech, Python",Take mock tests,Declining
2534,Ravi T 30,RL,"Security, VLSI",Practice regularly,Needs attention
2535,Ravi T 31,Signal Systems,"Mechatronics, ML",Practice regularly,Needs attention
2536,Divya S 25,"Control, DBMS","Digital Logic, DL",Take mock tests,Declining
2537,Priya T 41,"Embedded, DBMS","DL, Web Dev",Take mock tests,Needs attention
2538,Ravi T 32,Control,"Surveying, Dynamics",Simulate real problems,Declining
2539,Aisha S 19,"DBMS, Geotech","Geotech, Control",Focus on weak topics,Stable
2540,Arjun T 25,"Security, Embedded","EM Theory, Geotech",Focus on weak topics,Declining
2541,Karan R 23,Math,"CAD, Thermo",Simulate real problems,Declining
2542,Divya M 34,Fluid Mech,"AI, Digital Logic",Revise theoretical concepts,Needs attention
2543,Karan K 35,"Data Mining, OS","Embedded, NLP",Join peer study groups,Needs attention
2544,Meera M 35,"CAD, Geotech","Embedded, Concrete Tech",Attend tutoring sessions,Stable
2545,Karan T 26,"Math, Web Dev","RL, CAD",Focus on weak topics,Stable
2546,Rahul T 37,"Mechatronics, ML","Mechatronics, DL",Join peer study groups,Stable
2547,Ravi T 33,Control,"Circuits, EM Theory",Take mock tests,Declining
2548,Rahul T 38,"Web Dev, Security","Structural, Python",Take mock tests,Improving
2549,Ankit K 36,"Web Dev, Data Mining","AI, EM Theory",Practice regularly,Declining
2550,Ankit S 42,Geotech,"Geotech, CAD",Practice regularly,Improving
2551,Divya M 35,Networking,"Networking, RL",Practice regularly,Declining
2552,Aisha M 31,Concrete Tech,"Math, Control",Take mock tests,Stable
2553,Meera R 30,"Python, EM Theory","Security, NLP",Take mock tests,Needs attention
2554,Arjun M 28,Security,"Control, Mechatronics",Join peer study groups,Improving
2555,Ankit M 36,DBMS,"Embedded, Java",Take mock tests,Improving
2556,Ravi M 28,Geotech,"Digital Logic, Control",Focus on weak topics,Stable
2557,Meera S 30,Stats,"DL, CAD",Improve time management,Improving
2558,Arjun S 43,ML,"Fluid Mech, NLP",Focus on weak topics,Improving
2559,Priya R 25,EM Theory,"Control, Signal Systems",Practice regularly,Stable
2560,Arjun M 29,"Web Dev, Power Systems","Data Mining, VLSI",Attend tutoring sessions,Improving
2561,Ankit S 43,Mechatronics,"DL, AI",Improve time management,Needs attention
2562,Ravi T 34,Digital Logic,"Fluid Mech, NLP",Attend tutoring sessions,Stable
2563,Ankit T 27,Thermo,"Embedded, Thermo",Revise theoretical concepts,Stable
2564,Aisha M 32,"Dynamics, DSA","Digital Logic, Power Systems",Simulate real problems,Improving
2565,Meera S 31,"DSA, Surveying","Circuits, Dynamics",Revise theoretical concepts,Stable
2566,Arjun M 30,"EM Theory, Dynamics","Power Systems, Surveying",Revise theoretical concepts,Improving
2567,Karan T 27,"Control, Thermo","Circuits, ML",Attend tutoring sessions,Needs attention
2568,Rahul K 27,"Structural, RL","Signal Systems, AI",Join peer study groups,Improving
2569,Meera R 31,AI,"Python, VLSI",Attend workshops,Needs attention
2570,Karan T 28,Networking,"Geotech, Surveying",Attend tutoring sessions,Needs attention
2571,Meera K 28,"Signal Systems, Networking","Web Dev, Control",Take mock tests,Declining
2572,Sneha R 32,DBMS,"Fluid Mech, OS",Revise theoretical concepts,Stable
2573,Divya M 36,NLP,"VLSI, Concrete Tech",Use online resources,Stable
2574,Divya K 22,Java,"Data Mining, Concrete Tech",Revise theoretical concepts,Declining
2575,Sneha S 30,"Math, Stats","Data Mining, Python",Take mock tests,Declining
2576,Ravi R 31,"Python, DL","Math, AI",Take mock tests,Declining
2577,Sneha R 33,"Fluid Mech, DBMS","Circuits, Security",Focus on weak topics,Declining
2578,Meera T 32,RL,"CAD, Dynamics",Attend tutoring sessions,Needs attention
2579,Arjun K 39,Math,"Networking, Machines",Take mock tests,Stable
2580,Arjun K 40,"AI, Control","Circuits, RL",Take mock tests,Needs attention
2581,Meera T 33,Stats,"Structural, OS",Simulate real problems,Declining
2582,Divya S 26,"Java, Web Dev","Security, Web Dev",Attend tutoring sessions,Stable
2583,Aisha S 20,Thermo,"CN, Data Mining",Attend workshops,Improving
2584,Rahul S 34,Mechatronics,"Mechatronics, Signal Systems",Join peer study groups,Declining
2585,Ravi T 35,"EM Theory, Power Systems","CAD, DL",Attend workshops,Improving
2586,Meera R 32,Geotech,"OS, DBMS",Join peer study groups,Improving
2587,Karan R 24,CN,"Structural, Fluid Mech",Use online resources,Improving
2588,Meera R 33,Geotech,"Data Mining, Concrete Tech",Improve time management,Declining
2589,Aisha T 29,DL,"Geotech, Security",Revise theoretical concepts,Stable
2590,Sneha T 35,"DSA, EM Theory","DBMS, NLP",Improve time management,Needs attention
2591,Meera K 29,Surveying,"Python, Mechatronics",Revise theoretical concepts,Stable
2592,Arjun S 44,"Machines, DSA","Web Dev, Networking",Attend workshops,Stable
2593,Arjun M 31,"OS, AI","CAD, Surveying",Take mock tests,Declining
2594,Arjun M 32,DBMS,"Signal Systems, Stats",Take mock tests,Stable
2595,Rahul M 42,Power Systems,"DSA, RL",Practice regularly,Needs attention
2596,Karan K 36,"Embedded, EM Theory","Math, RL",Join peer study groups,Needs attention
2597,Ravi M 29,"Networking, Data Mining","VLSI, Python",Join peer study groups,Improving
2598,Rahul R 30,Stats,"OS, Math",Practice regularly,Improving
2599,Ravi M 30,"Math, DBMS","Math, CN",Take mock tests,Stable
2600,Rahul R 31,"DL, Structural","DBMS, Security",Focus on weak topics,Needs attention
2601,Ankit K 37,NLP,"Math, AI",Revise theoretical concepts,Needs attention
2602,Divya T 37,"Circuits, Dynamics","Security, Web Dev",Improve time management,Stable
2603,Rahul S 35,CN,"Digital Logic, Machines",Improve time management,Improving
2604,Rahul M 43,"Math, Circuits","Digital Logic, Java",Simulate real problems,Improving
2605,Priya S 31,RL,"Machines, Signal Systems",Attend tutoring sessions,Needs attention
2606,Meera S 32,"Machines, ML","AI, Java",Practice regularly,Needs attention
2607,Karan K 37,Embedded,"Circuits, Embedded",Revise theoretical concepts,Improving
2608,Priya T 42,DL,"Math, Networking",Revise theoretical concepts,Stable
2609,Ravi R 32,"Power Systems, Networking","Stats, EM Theory",Practice regularly,Stable
2610,Ravi T 36,Fluid Mech,"Networking, Web Dev",Attend workshops,Improving
2611,Sneha T 36,"Fluid Mech, DBMS","Digital Logic, Structural",Join peer study groups,Stable
2612,Arjun S 45,"Concrete Tech, Thermo","DL, EM Theory",Use online resources,Stable
2613,Meera M 36,Fluid Mech,"Digital Logic, Stats",Attend tutoring sessions,Improving
2614,Arjun R 32,Mechatronics,"Java, VLSI",Practice regularly,Stable
2615,Ankit K 38,VLSI,"Power Systems, EM Theory",Improve time management,Needs attention
2616,Ravi K 31,Mechatronics,"Power Systems, AI",Simulate real problems,Improving
2617,Priya M 31,"Embedded, DBMS","Networking, CAD",Use online resources,Declining
2618,Divya S 27,"VLSI, Stats","Networking, ML",Revise theoretical concepts,Stable
2619,Priya S 32,Geotech,"CAD, Mechatronics",Take mock tests,Stable
2620,Arjun K 41,"Digital Logic, CN","RL, Stats",Attend workshops,Declining
2621,Karan R 25,CAD,"Geotech, Fluid Mech",Join peer study groups,Needs attention
2622,Divya T 38,"Circuits, Security","Geotech, DSA",Improve time management,Improving
2623,Aisha M 33,DSA,"Web Dev, Structural",Attend tutoring sessions,Stable
2624,Ravi M 31,"Data Mining, Machines","Web Dev, Java",Attend tutoring sessions,Declining
2625,Ankit K 39,"Fluid Mech, Surveying","OS, Data Mining",Improve time management,Stable
2626,Aisha S 21,Control,"RL, DSA",Take mock tests,Declining
2627,Ravi M 32,Structural,"Web Dev, AI",Simulate real problems,Declining
2628,Aisha K 36,"Surveying, VLSI","Geotech, Web Dev",Attend tutoring sessions,Declining
2629,Rahul K 28,"Geotech, Stats","DL, RL",Use online resources,Declining
2630,Aisha K 37,NLP,"VLSI, Mechatronics",Revise theoretical concepts,Declining
2631,Arjun T 26,Security,"Embedded, Math",Focus on weak topics,Improving
2632,Sneha K 32,Concrete Tech,"DBMS, VLSI",Revise theoretical concepts,Needs attention
2633,Arjun M 33,ML,"Thermo, Web Dev",Attend workshops,Needs attention
2634,Priya R 26,"AI, Digital Logic","Math, Data Mining",Simulate real problems,Declining
2635,Divya R 35,"OS, Digital Logic","DBMS, Data Mining",Improve time management,Stable
2636,Ravi T 37,"Security, DBMS","Embedded, Fluid Mech",Revise theoretical concepts,Improving
2637,Divya K 23,Java,"Embedded, DL",Practice regularly,Needs attention
2638,Priya M 32,"Concrete Tech, Mechatronics","Control, Structural",Focus on weak topics,Needs attention
2639,Sneha T 37,"Control, Power Systems","Stats, Concrete Tech",Practice regularly,Improving
2640,Sneha T 38,"Structural, ML","VLSI, Stats",Take mock tests,Stable
2641,Priya T 43,Dynamics,"NLP, Digital Logic",Take mock tests,Needs attention
2642,Priya R 27,DBMS,"ML, RL",Attend tutoring sessions,Declining
2643,Arjun K 42,Control,"EM Theory, CN",Attend tutoring sessions,Improving
2644,Aisha R 41,"EM Theory, AI","DSA, Dynamics",Practice regularly,Declining
2645,Sneha S 31,RL,"Mechatronics, NLP",Simulate real problems,Declining
2646,Arjun K 43,Mechatronics,"DL, NLP",Attend workshops,Stable
2647,Priya T 44,"Python, DSA","DL, ML",Revise theoretical concepts,Declining
2648,Arjun T 27,Stats,"RL, Math",Revise theoretical concepts,Stable
2649,Rahul R 32,DBMS,"Circuits, RL",Join peer study groups,Needs attention
2650,Meera R 34,"RL, Mechatronics","Web Dev, Stats",Attend tutoring sessions,Stable
2651,Aisha K 38,"CN, ML","Structural, Circuits",Improve time management,Improving
2652,Ravi M 33,DL,"NLP, RL",Focus on weak topics,Declining
2653,Arjun S 46,"AI, CAD","Fluid Mech, RL",Join peer study groups,Needs attention
2654,Priya S 33,"EM Theory, Embedded","Math, Control",Simulate real problems,Stable
2655,Ravi M 34,Surveying,"Geotech, OS",Attend tutoring sessions,Declining
2656,Rahul R 33,Stats,"Concrete Tech, Structural",Use online resources,Declining
2657,Arjun R 33,"Power Systems, AI","DBMS, OS",Take mock tests,Stable
2658,Rahul R 34,"RL, Signal Systems","Control, Signal Systems",Practice regularly,Needs attention
2659,Ankit K 40,ML,"Power Systems, Digital Logic",Focus on weak topics,Needs attention
2660,Aisha S 22,Data Mining,"Concrete Tech, Machines",Simulate real problems,Improving
2661,Ankit R 34,Stats,"Control, Machines",Improve time management,Stable
2662,Ravi K 32,"Fluid Mech, Thermo","Web Dev, DBMS",Take mock tests,Improving
2663,Rahul R 35,Thermo,"Java, Thermo",Focus on weak topics,Needs attention
2664,Arjun T 28,Embedded,"Fluid Mech, Python",Focus on weak topics,Declining
2665,Aisha R 42,"Mechatronics, Signal Systems","Math, Control",Revise theoretical concepts,Declining
2666,Aisha T 30,Digital Logic,"AI, Geotech",Attend tutoring sessions,Improving
2667,Priya S 34,"OS, RL","Power Systems, Web Dev",Practice regularly,Stable
2668,Arjun K 44,"Stats, Thermo","NLP, ML",Take mock tests,Stable
2669,Meera M 37,Networking,"Data Mining, CAD",Simulate real problems,Needs attention
2670,Aisha S 23,Mechatronics,"VLSI, Fluid Mech",Attend workshops,Stable
2671,Karan R 26,"OS, Structural","Thermo, AI",Focus on weak topics,Stable
2672,Meera R 35,"DL, Java","OS, Concrete Tech",Revise theoretical concepts,Stable
2673,Aisha K 39,"Stats, Power Systems","Concrete Tech, Stats",Revise theoretical concepts,Improving
2674,Aisha R 43,"Security, Power Systems","Control, VLSI",Join peer study groups,Declining
2675,Divya T 39,"Java, Surveying","Math, DSA",Join peer study groups,Stable
2676,Rahul K 29,"OS, Web Dev","Java, Surveying",Attend tutoring sessions,Stable
2677,Sneha S 32,"Power Systems, Dynamics","Digital Logic, OS",Improve time management,Needs attention
2678,Ravi T 38,Embedded,"NLP, Dynamics",Take mock tests,Improving
2679,Ankit K 41,Dynamics,"Python, Mechatronics",Focus on weak topics,Needs attention
2680,Rahul R 36,Web Dev,"Math, Concrete Tech",Take mock tests,Declining
2681,Divya K 24,"Math, Control","Web Dev, Java",Attend workshops,Needs attention
2682,Ankit R 35,OS,"Concrete Tech, Python",Use online resources,Stable
2683,Arjun K 45,"CAD, Python","AI, Data Mining",Join peer study groups,Improving
2684,Arjun M 34,Geotech,"Structural, DL",Revise theoretical concepts,Declining
2685,Sneha K 33,Structural,"Dynamics, RL",Improve time management,Needs attention
2686,Ravi S 26,"Machines, Stats","Data Mining, Stats",Practice regularly,Improving
2687,Meera S 33,Structural,"Mechatronics, Power Systems",Revise theoretical concepts,Improving
2688,Ravi K 33,"VLSI, EM Theory","Data Mining, Control",Practice regularly,Stable
2689,Ankit T 28,CN,"Digital Logic, DL",Use online resources,Declining
2690,Ravi R 33,"CAD, Data Mining","Python, Digital Logic",Practice regularly,Stable
2691,Rahul R 37,NLP,"DSA, Mechatronics",Simulate real problems,Improving
2692,Arjun T 29,"Digital Logic, DL","Geotech, Data Mining",Attend tutoring sessions,Improving
2693,Aisha K 40,"DSA, Math","Web Dev, Circuits",Use online resources,Improving
2694,Divya T 40,"AI, Signal Systems","ML, RL",Attend tutoring sessions,Needs attention
2695,Meera M 38,AI,"Geotech, Security",Use online resources,Improving
2696,Ravi K 34,Fluid Mech,"Geotech, Python",Focus on weak topics,Stable
2697,Sneha R 34,"Thermo, Data Mining","Circuits, VLSI",Attend workshops,Stable
2698,Priya M 33,EM Theory,"DSA, CN",Attend tutoring sessions,Needs attention
2699,Priya R 28,"Fluid Mech, RL","Structural, RL",Attend workshops,Declining
2700,Ravi K 35,RL,"Circuits, CN",Attend tutoring sessions,Declining
2701,Ankit T 29,"Structural, Security","Math, Java",Use online resources,Stable
2702,Karan R 27,Data Mining,"Fluid Mech, Digital Logic",Improve time management,Improving
2703,Ravi S 27,"Circuits, Power Systems","Structural, Signal Systems",Simulate real problems,Stable
2704,Sneha K 34,"Python, Machines","Mechatronics, Digital Logic",Attend tutoring sessions,Improving
2705,Ravi S 28,"Java, RL","DL, Signal Systems",Practice regularly,Stable
2706,Ravi K 36,DBMS,"Web Dev, ML",Join peer study groups,Needs attention
2707,Ankit R 36,Concrete Tech,"RL, Structural",Improve time management,Declining
2708,Rahul S 36,"Web Dev, NLP","Geotech, Dynamics",Attend workshops,Needs attention
2709,Ravi K 37,CN,"Java, DBMS",Improve time management,Improving
2710,Ravi S 29,Web Dev,"CAD, Web Dev",Attend tutoring sessions,Needs attention
2711,Arjun S 47,Machines,"Concrete Tech, VLSI",Use online resources,Declining
2712,Karan M 37,"RL, Data Mining","Embedded, Structural",Join peer study groups,Improving
2713,Sneha T 39,Embedded,"AI, Control",Practice regularly,Stable
2714,Ravi M 35,CAD,"Signal Systems, CAD",Attend tutoring sessions,Declining
2715,Meera S 34,"Dynamics, Embedded","ML, Fluid Mech",Revise theoretical concepts,Improving
2716,Ankit T 30,AI,"OS, Python",Focus on weak topics,Needs attention
2717,Ravi S 30,Machines,"Networking, Concrete Tech",Use online resources,Stable
2718,Divya M 37,Concrete Tech,"Math, Java",Take mock tests,Needs attention
2719,Karan S 29,"EM Theory, VLSI","Control, NLP",Attend tutoring sessions,Improving
2720,Priya K 33,"Embedded, DL","Circuits, Concrete Tech",Join peer study groups,Stable
2721,Aisha R 44,"Web Dev, Geotech","VLSI, Data Mining",Improve time management,Declining
2722,Divya T 41,"Digital Logic, CN","Signal Systems, Mechatronics",Simulate real problems,Needs attention
2723,Karan K 38,Signal Systems,"Embedded, ML",Revise theoretical concepts,Stable
2724,Rahul R 38,"RL, Digital Logic","EM Theory, Mechatronics",Join peer study groups,Improving
2725,Priya R 29,"AI, Python","Security, Web Dev",Revise theoretical concepts,Improving
2726,Divya T 42,Circuits,"Security, Power Systems",Practice regularly,Declining
2727,Aisha S 24,"Concrete Tech, RL","DBMS, Power Systems",Improve time management,Declining
2728,Arjun K 46,"Power Systems, Java","Digital Logic, Fluid Mech",Join peer study groups,Improving
2729,Ankit T 31,"Stats, Python","Stats, CN",Focus on weak topics,Declining
2730,Meera R 36,"RL, Math","Stats, CN",Attend workshops,Needs attention
2731,Ravi R 34,"Embedded, NLP","Networking, NLP",Focus on weak topics,Declining
2732,Priya S 35,"ML, VLSI","Math, Digital Logic",Use online resources,Improving
2733,Arjun R 34,Surveying,"DL, Surveying",Use online resources,Stable
2734,Karan T 29,"Python, Mechatronics","Surveying, Machines",Improve time management,Stable
2735,Divya T 43,"OS, Python","Digital Logic, Structural",Improve time management,Stable
2736,Arjun K 47,"DSA, CAD","Java, Python",Improve time management,Improving
2737,Rahul R 39,Power Systems,"Power Systems, Dynamics",Use online resources,Improving
2738,Ravi S 31,"Structural, VLSI","CN, Data Mining",Attend tutoring sessions,Improving
2739,Sneha K 35,Fluid Mech,"Math, Structural",Focus on weak topics,Declining
2740,Arjun T 30,Signal Systems,"Signal Systems, VLSI",Focus on weak topics,Stable
2741,Meera S 35,"Thermo, CAD","NLP, Power Systems",Join peer study groups,Declining
2742,Aisha R 45,Data Mining,"Fluid Mech, Math",Attend workshops,Improving
2743,Priya M 34,"Web Dev, Dynamics","DBMS, Stats",Practice regularly,Stable
2744,Arjun S 48,Java,"Embedded, OS",Attend workshops,Needs attention
2745,Karan K 39,"NLP, Circuits","Stats, Math",Use online resources,Needs attention
2746,Divya T 44,"Java, Python","Circuits, OS",Attend tutoring sessions,Needs attention
2747,Arjun R 35,"Mechatronics, Security","Dynamics, Fluid Mech",Attend workshops,Stable
2748,Ankit R 37,"Mechatronics, Embedded","Concrete Tech, Networking",Simulate real problems,Stable
2749,Priya T 45,Python,"RL, Security",Revise theoretical concepts,Stable
2750,Divya K 25,ML,"Mechatronics, Web Dev",Join peer study groups,Improving
2751,Rahul M 44,"DSA, Security","Machines, Mechatronics",Improve time management,Declining
2752,Aisha M 34,"Mechatronics, ML","Signal Systems, Networking",Take mock tests,Improving
2753,Priya S 36,OS,"DSA, ML",Practice regularly,Improving
2754,Karan K 40,"Signal Systems, Math","DL, EM Theory",Improve time management,Needs attention
2755,Ravi R 35,Stats,"AI, DBMS",Improve time management,Declining
2756,Ankit T 32,OS,"CN, Security",Take mock tests,Improving
2757,Ankit M 37,Structural,"Digital Logic, Concrete Tech",Use online resources,Improving
2758,Karan M 38,DBMS,"NLP, Java",Use online resources,Needs attention
2759,Aisha T 31,Structural,"RL, DL",Simulate real problems,Needs attention
2760,Rahul K 30,"Concrete Tech, Web Dev","Embedded, Fluid Mech",Improve time management,Declining
2761,Karan K 41,Control,"Java, Security",Revise theoretical concepts,Declining
2762,Meera S 36,DL,"OS, DBMS",Take mock tests,Declining
2763,Priya M 35,"Geotech, DL","Web Dev, DL",Simulate real problems,Declining
2764,Priya K 34,"Web Dev, DSA","Control, VLSI",Use online resources,Improving
2765,Meera T 34,"Java, OS","DL, Stats",Revise theoretical concepts,Stable
2766,Arjun M 35,NLP,"DSA, Surveying",Take mock tests,Improving
2767,Divya R 36,Geotech,"DL, Fluid Mech",Simulate real problems,Declining
2768,Divya S 28,"Java, VLSI","RL, Machines",Simulate real problems,Declining
2769,Rahul M 45,CAD,"Mechatronics, Python",Simulate real problems,Declining
2770,Priya R 30,Math,"Signal Systems, Circuits",Improve time management,Declining
2771,Divya S 29,Surveying,"ML, Python",Revise theoretical concepts,Declining
2772,Ravi K 38,"Mechatronics, Surveying","Java, Networking",Simulate real problems,Stable
2773,Priya K 35,"OS, DSA","DSA, Fluid Mech",Use online resources,Stable
2774,Divya T 45,"NLP, Security","Surveying, Machines",Join peer study groups,Stable
2775,Arjun R 36,Web Dev,"DBMS, Concrete Tech",Focus on weak topics,Declining
2776,Sneha T 40,Stats,"DSA, Circuits",Join peer study groups,Stable
2777,Sneha S 33,Dynamics,"Stats, Signal Systems",Attend tutoring sessions,Improving
2778,Karan R 28,"Control, Thermo","AI, Embedded",Improve time management,Stable
2779,Karan S 30,CN,"Math, Geotech",Join peer study groups,Stable
2780,Karan R 29,"Embedded, Mechatronics","CAD, DBMS",Simulate real problems,Stable
2781,Arjun S 49,"Math, Stats","Java, Math",Focus on weak topics,Improving
2782,Sneha R 35,OS,"RL, AI",Improve time management,Declining
2783,Karan R 30,OS,"Surveying, ML",Practice regularly,Stable
2784,Ravi T 39,"Surveying, DBMS","NLP, DL",Practice regularly,Improving
2785,Ankit T 33,"Networking, Stats","NLP, Mechatronics",Revise theoretical concepts,Stable
2786,Arjun T 31,"Fluid Mech, DSA","Surveying, OS",Focus on weak topics,Declining
2787,Rahul T 39,"CN, Thermo","OS, RL",Attend workshops,Needs attention
2788,Rahul T 40,Circuits,"DBMS, Web Dev",Take mock tests,Declining
2789,Aisha S 25,Structural,"RL, NLP",Use online resources,Declining
2790,Aisha R 46,VLSI,"Concrete Tech, Power Systems",Use online resources,Stable
2791,Aisha S 26,"DBMS, Web Dev","OS, Mechatronics",Focus on weak topics,Improving
2792,Sneha R 36,"Machines, Networking","OS, Embedded",Practice regularly,Stable
2793,Ravi R 36,"Control, Structural","OS, Digital Logic",Practice regularly,Needs attention
2794,Arjun T 32,Surveying,"Math, Signal Systems",Use online resources,Declining
2795,Meera T 35,Java,"Machines, AI",Simulate real problems,Declining
2796,Priya R 31,Control,"Power Systems, OS",Simulate real problems,Improving
2797,Ravi M 36,DL,"Mechatronics, RL",Join peer study groups,Declining
2798,Sneha T 41,Geotech,"Control, ML",Practice regularly,Needs attention
2799,Arjun M 36,"Geotech, Java","Data Mining, RL",Take mock tests,Stable
2800,Arjun T 33,"Control, Math","Math, Embedded",Practice regularly,Needs attention
2801,Priya T 46,"Security, DSA","Web Dev, CN",Join peer study groups,Stable
2802,Ravi S 32,DL,"Embedded, Control",Revise theoretical concepts,Declining
2803,Sneha M 21,Embedded,"DBMS, DL",Attend tutoring sessions,Declining
2804,Rahul M 46,Embedded,"Circuits, VLSI",Use online resources,Needs attention
2805,Priya T 47,Mechatronics,"Machines, Digital Logic",Improve time management,Needs attention
2806,Ravi S 33,"Python, Fluid Mech","Concrete Tech, CAD",Use online resources,Needs attention
2807,Meera T 36,Networking,"DSA, Thermo",Attend tutoring sessions,Declining
2808,Aisha S 27,"ML, Security","Concrete Tech, Thermo",Revise theoretical concepts,Needs attention
2809,Meera M 39,"Java, Digital Logic","RL, DSA",Improve time management,Stable
2810,Meera M 40,ML,"Mechatronics, Thermo",Improve time management,Improving
2811,Karan S 31,"CN, Stats","Stats, OS",Attend workshops,Improving
2812,Ankit S 44,"Networking, RL","Security, Machines",Attend tutoring sessions,Needs attention
2813,Karan M 39,Data Mining,"CN, Security",Revise theoretical concepts,Improving
2814,Ravi M 37,Security,"Math, CN",Practice regularly,Needs attention
2815,Divya M 38,"CAD, Structural","Surveying, Java",Simulate real problems,Needs attention
2816,Priya M 36,"Mechatronics, Networking","Python, DL",Improve time management,Stable
2817,Sneha T 42,Networking,"Concrete Tech, Thermo",Improve time management,Needs attention
2818,Rahul K 31,"Digital Logic, CAD","DBMS, Python",Take mock tests,Improving
2819,Ankit T 34,Control,"Security, CN",Improve time management,Stable
2820,Ankit T 35,"DSA, Stats","Mechatronics, ML",Join peer study groups,Needs attention
2821,Rahul T 41,"Math, OS","Embedded, NLP",Use online resources,Stable
2822,Arjun S 50,"Concrete Tech, Circuits","Dynamics, OS",Improve time management,Improving
2823,Divya S 30,Dynamics,"Circuits, Security",Attend workshops,Improving
2824,Ravi S 34,Math,"DBMS, Dynamics",Revise theoretical concepts,Improving
2825,Meera S 37,Digital Logic,"Networking, RL",Revise theoretical concepts,Declining
2826,Ankit M 38,Embedded,"Control, Circuits",Simulate real problems,Declining
2827,Meera M 41,Thermo,"Digital Logic, Security",Take mock tests,Improving
2828,Rahul K 32,"Security, Java","CAD, Fluid Mech",Focus on weak topics,Stable
2829,Ankit K 42,"Structural, Concrete Tech","Surveying, Python",Join peer study groups,Declining
2830,Priya R 32,Embedded,"NLP, Digital Logic",Use online resources,Improving
2831,Rahul R 40,Power Systems,"Surveying, Signal Systems",Improve time management,Stable
2832,Meera R 37,Thermo,"Embedded, Control",Take mock tests,Improving
2833,Arjun S 51,"Structural, Embedded","Surveying, Data Mining",Join peer study groups,Stable
2834,Rahul K 33,"Circuits, Concrete Tech","EM Theory, ML",Revise theoretical concepts,Improving
2835,Rahul R 41,"Power Systems, VLSI","OS, Geotech",Revise theoretical concepts,Improving
2836,Meera R 38,OS,"Math, Machines",Use online resources,Needs attention
2837,Aisha R 47,"Mechatronics, Circuits","EM Theory, Web Dev",Revise theoretical concepts,Stable
2838,Meera M 42,"AI, Web Dev","Dynamics, Control",Focus on weak topics,Improving
2839,Divya M 39,Fluid Mech,"Math, Java",Focus on weak topics,Stable
2840,Divya T 46,RL,"Mechatronics, VLSI",Improve time management,Declining
2841,Meera R 39,"Data Mining, Networking","OS, Machines",Attend workshops,Stable
2842,Rahul T 42,"Concrete Tech, Stats","Surveying, Web Dev",Attend tutoring sessions,Improving
2843,Ankit K 43,"Thermo, ML","Data Mining, RL",Attend workshops,Needs attention
2844,Karan K 42,"Thermo, Fluid Mech","CAD, NLP",Practice regularly,Needs attention
2845,Priya K 36,"DSA, Fluid Mech","Stats, Control",Focus on weak topics,Stable
2846,Arjun T 34,Geotech,"Thermo, DSA",Revise theoretical concepts,Needs attention
2847,Divya T 47,Java,"RL, Power Systems",Simulate real problems,Needs attention
2848,Priya S 37,"Structural, Data Mining","Data Mining, EM Theory",Attend tutoring sessions,Improving
2849,Meera K 30,"AI, OS","Geotech, Signal Systems",Revise theoretical concepts,Declining
2850,Divya T 48,"Java, DSA","DL, Embedded",Revise theoretical concepts,Declining
2851,Meera S 38,EM Theory,"Web Dev, DSA",Take mock tests,Declining
2852,Ravi R 37,Geotech,"CN, Python",Attend tutoring sessions,Improving
2853,Arjun R 37,NLP,"Geotech, Control",Practice regularly,Improving
2854,Ravi R 38,"Networking, ML","Machines, OS",Simulate real problems,Stable
2855,Ravi M 38,"CAD, Java","Data Mining, Control",Use online resources,Declining
2856,Rahul R 42,Math,"EM Theory, Data Mining",Improve time management,Improving
2857,Aisha M 35,CAD,"EM Theory, Data Mining",Attend tutoring sessions,Declining
2858,Ravi S 35,CN,"Concrete Tech, VLSI",Attend tutoring sessions,Needs attention
2859,Sneha K 36,NLP,"Security, VLSI",Practice regularly,Improving
2860,Arjun R 38,"Data Mining, Control","Mechatronics, EM Theory",Revise theoretical concepts,Improving
2861,Priya T 48,Java,"Control, NLP",Improve time management,Stable
2862,Rahul K 34,"DL, OS","DSA, Thermo",Attend tutoring sessions,Improving
2863,Divya M 40,"Data Mining, Networking","Concrete Tech, Embedded",Attend workshops,Stable
2864,Sneha S 34,"OS, RL","Fluid Mech, Geotech",Join peer study groups,Needs attention
2865,Sneha S 35,EM Theory,"OS, RL",Attend tutoring sessions,Improving
2866,Karan R 31,"Circuits, Math","DSA, Math",Practice regularly,Stable
2867,Karan K 43,"Thermo, DSA","DSA, Fluid Mech",Improve time management,Needs attention
2868,Ravi M 39,Circuits,"Thermo, VLSI",Practice regularly,Improving
2869,Priya K 37,"ML, Signal Systems","Java, DBMS",Join peer study groups,Needs attention
2870,Rahul R 43,"Security, Python","Power Systems, DSA",Focus on weak topics,Stable
2871,Ankit K 44,"DL, Web Dev","OS, DSA",Improve time management,Needs attention
2872,Meera R 40,ML,"Math, Python",Simulate real problems,Improving
2873,Karan R 32,ML,"Web Dev, NLP",Join peer study groups,Declining
2874,Sneha R 37,"Python, Java","Machines, Math",Revise theoretical concepts,Stable
2875,Priya K 38,"VLSI, Security","Python, VLSI",Attend workshops,Needs attention
2876,Arjun K 48,"Digital Logic, Circuits","Geotech, DL",Focus on weak topics,Declining
2877,Karan R 33,Embedded,"Embedded, Data Mining",Simulate real problems,Needs attention
