student_id,name,weak_subjects,strengths,recommended_actions,recent_progress
2506,Karan K,"Embedded, Data Mining","AI, CN",Improve time management,Improving
2507,Ravi M,CAD,"Data Mining, Python",Attend workshops,Stable
2508,Priya T,AI,"Geotech, Concrete Tech",Attend tutoring sessions,Needs attention
2509,Ravi S,DSA,"Dynamics, Networking",Practice regularly,Needs attention
2510,Karan M,"Networking, VLSI","Control, Circuits",Take mock tests,Declining
2511,Arjun S,Networking,"Dynamics, CAD",Practice regularly,Stable
2512,Divya S,Java,"Machines, Embedded",Revise theoretical concepts,Stable
2513,Karan T,Python,"Web Dev, Control",Focus on weak topics,Stable
2514,Priya T,"Networking, CAD","CN, Power Systems",Improve time management,Improving
2515,Karan K,Web Dev,"OS, Python",Take mock tests,Stable
2516,Priya M,Digital Logic,"Thermo, Geotech",Use online resources,Improving
2517,Meera T,Concrete Tech,"Signal Systems, CAD",Simulate real problems,Stable
2518,Rahul K,AI,"Circuits, Mechatronics",Use online resources,Stable
2519,Sneha S,"Signal Systems, OS","Power Systems, AI",Revise theoretical concepts,Needs attention
2520,Divya R,"RL, Surveying","Java, Power Systems",Revise theoretical concepts,Improving
2521,Meera R,"Fluid Mech, Stats","RL, NLP",Practice regularly,Needs attention
2522,Ankit M,"Concrete Tech, EM Theory","AI, DBMS",Attend tutoring sessions,Stable
2523,Arjun R,Java,"Data Mining, DL",Attend workshops,Stable
2524,Aisha K,Control,"Control, CAD",Join peer study groups,Declining
2525,Meera T,RL,"Geotech, Security",Join peer study groups,Declining
2526,Sneha K,Fluid Mech,"Thermo, CN",Revise theoretical concepts,Needs attention
2527,Rahul K,Geotech,"Concrete Tech, NLP",Take mock tests,Needs attention
2528,Meera K,"Surveying, Embedded","Structural, DL",Focus on weak topics,Declining
2529,Arjun S,"DSA, CN","Java, Circuits",Practice regularly,Improving
2530,Rahul M,Digital Logic,"VLSI, EM Theory",Focus on weak topics,Stable
2531,Karan T,Stats,"Fluid Mech, Dynamics",Improve time management,Stable
2532,Meera M,"Math, RL","DL, OS",Focus on weak topics,Declining
2533,Karan M,"RL, Structural","Concrete Tech, Python",Take mock tests,Declining
2534,Ravi T,RL,"Security, VLSI",Practice regularly,Needs attention
2535,Ravi T,Signal Systems,"Mechatronics, ML",Practice regularly,Needs attention
2536,Divya S,"Control, DBMS","Digital Logic, DL",Take mock tests,Declining
2537,Priya T,"Embedded, DBMS","DL, Web Dev",Take mock tests,Needs attention
2538,Ravi T,Control,"Surveying, Dynamics",Simulate real problems,Declining
2539,Aisha S,"DBMS, Geotech","Geotech, Control",Focus on weak topics,Stable
2540,Arjun T,"Security, Embedded","EM Theory, Geotech",Focus on weak topics,Declining
2541,Karan R,Math,"CAD, Thermo",Simulate real problems,Declining
2542,Divya M,Fluid Mech,"AI, Digital Logic",Revise theoretical concepts,Needs attention
2543,Karan K,"Data Mining, OS","Embedded, NLP",Join peer study groups,Needs attention
2544,Meera M,"CAD, Geotech","Embedded, Concrete Tech",Attend tutoring sessions,Stable
2545,Karan T,"Math, Web Dev","RL, CAD",Focus on weak topics,Stable
2546,Rahul T,"Mechatronics, ML","Mechatronics, DL",Join peer study groups,Stable
2547,Ravi T,Control,"Circuits, EM Theory",Take mock tests,Declining
2548,Rahul T,"Web Dev, Security","Structural, Python",Take mock tests,Improving
2549,Ankit K,"Web Dev, Data Mining","AI, EM Theory",Practice regularly,Declining
2550,Ankit S,Geotech,"Geotech, CAD",Practice regularly,Improving
2551,Divya M,Networking,"Networking, RL",Practice regularly,Declining
2552,Aisha M,Concrete Tech,"Math, Control",Take mock tests,Stable
2553,Meera R,"Python, EM Theory","Security, NLP",Take mock tests,Needs attention
2554,Arjun M,Security,"Control, Mechatronics",Join peer study groups,Improving
2555,Ankit M,DBMS,"Embedded, Java",Take mock tests,Improving
2556,Ravi M,Geotech,"Digital Logic, Control",Focus on weak topics,Stable
2557,Meera S,Stats,"DL, CAD",Improve time management,Improving
2558,Arjun S,ML,"Fluid Mech, NLP",Focus on weak topics,Improving
2559,Priya R,EM Theory,"Control, Signal Systems",Practice regularly,Stable
2560,Arjun M,"Web Dev, Power Systems","Data Mining, VLSI",Attend tutoring sessions,Improving
2561,Ankit S,Mechatronics,"DL, AI",Improve time management,Needs attention
2562,Ravi T,Digital Logic,"Fluid Mech, NLP",Attend tutoring sessions,Stable
2563,Ankit T,Thermo,"Embedded, Thermo",Revise theoretical concepts,Stable
2564,Aisha M,"Dynamics, DSA","Digital Logic, Power Systems",Simulate real problems,Improving
2565,Meera S,"DSA, Surveying","Circuits, Dynamics",Revise theoretical concepts,Stable
2566,Arjun M,"EM Theory, Dynamics","Power Systems, Surveying",Revise theoretical concepts,Improving
2567,Karan T,"Control, Thermo","Circuits, ML",Attend tutoring sessions,Needs attention
2568,Rahul K,"Structural, RL","Signal Systems, AI",Join peer study groups,Improving
2569,Meera R,AI,"Python, VLSI",Attend workshops,Needs attention
2570,Karan T,Networking,"Geotech, Surveying",Attend tutoring sessions,Needs attention
2571,Meera K,"Signal Systems, Networking","Web Dev, Control",Take mock tests,Declining
2572,Sneha R,DBMS,"Fluid Mech, OS",Revise theoretical concepts,Stable
2573,Divya M,NLP,"VLSI, Concrete Tech",Use online resources,Stable
2574,Divya K,Java,"Data Mining, Concrete Tech",Revise theoretical concepts,Declining
2575,Sneha S,"Math, Stats","Data Mining, Python",Take mock tests,Declining
2576,Ravi R,"Python, DL","Math, AI",Take mock tests,Declining
2577,Sneha R,"Fluid Mech, DBMS","Circuits, Security",Focus on weak topics,Declining
2578,Meera T,RL,"CAD, Dynamics",Attend tutoring sessions,Needs attention
2579,Arjun K,Math,"Networking, Machines",Take mock tests,Stable
2580,Arjun K,"AI, Control","Circuits, RL",Take mock tests,Needs attention
2581,Meera T,Stats,"Structural, OS",Simulate real problems,Declining
2582,Divya S,"Java, Web Dev","Security, Web Dev",Attend tutoring sessions,Stable
2583,Aisha S,Thermo,"CN, Data Mining",Attend workshops,Improving
2584,Rahul S,Mechatronics,"Mechatronics, Signal Systems",Join peer study groups,Declining
2585,Ravi T,"EM Theory, Power Systems","CAD, DL",Attend workshops,Improving
2586,Meera R,Geotech,"OS, DBMS",Join peer study groups,Improving
2587,Karan R,CN,"Structural, Fluid Mech",Use online resources,Improving
2588,Meera R,Geotech,"Data Mining, Concrete Tech",Improve time management,Declining
2589,Aisha T,DL,"Geotech, Security",Revise theoretical concepts,Stable
2590,Sneha T,"DSA, EM Theory","DBMS, NLP",Improve time management,Needs attention
2591,Meera K,Surveying,"Python, Mechatronics",Revise theoretical concepts,Stable
2592,Arjun S,"Machines, DSA","Web Dev, Networking",Attend workshops,Stable
2593,Arjun M,"OS, AI","CAD, Surveying",Take mock tests,Declining
2594,Arjun M,DBMS,"Signal Systems, Stats",Take mock tests,Stable
2595,Rahul M,Power Systems,"DSA, RL",Practice regularly,Needs attention
2596,Karan K,"Embedded, EM Theory","Math, RL",Join peer study groups,Needs attention
2597,Ravi M,"Networking, Data Mining","VLSI, Python",Join peer study groups,Improving
2598,Rahul R,Stats,"OS, Math",Practice regularly,Improving
2599,Ravi M,"Math, DBMS","Math, CN",Take mock tests,Stable
2600,Rahul R,"DL, Structural","DBMS, Security",Focus on weak topics,Needs attention
2601,Ankit K,NLP,"Math, AI",Revise theoretical concepts,Needs attention
2602,Divya T,"Circuits, Dynamics","Security, Web Dev",Improve time management,Stable
2603,Rahul S,CN,"Digital Logic, Machines",Improve time management,Improving
2604,Rahul M,"Math, Circuits","Digital Logic, Java",Simulate real problems,Improving
2605,Priya S,RL,"Machines, Signal Systems",Attend tutoring sessions,Needs attention
2606,Meera S,"Machines, ML","AI, Java",Practice regularly,Needs attention
2607,Karan K,Embedded,"Circuits, Embedded",Revise theoretical concepts,Improving
2608,Priya T,DL,"Math, Networking",Revise theoretical concepts,Stable
2609,Ravi R,"Power Systems, Networking","Stats, EM Theory",Practice regularly,Stable
2610,Ravi T,Fluid Mech,"Networking, Web Dev",Attend workshops,Improving
2611,Sneha T,"Fluid Mech, DBMS","Digital Logic, Structural",Join peer study groups,Stable
2612,Arjun S,"Concrete Tech, Thermo","DL, EM Theory",Use online resources,Stable
2613,Meera M,Fluid Mech,"Digital Logic, Stats",Attend tutoring sessions,Improving
2614,Arjun R,Mechatronics,"Java, VLSI",Practice regularly,Stable
2615,Ankit K,VLSI,"Power Systems, EM Theory",Improve time management,Needs attention
2616,Ravi K,Mechatronics,"Power Systems, AI",Simulate real problems,Improving
2617,Priya M,"Embedded, DBMS","Networking, CAD",Use online resources,Declining
2618,Divya S,"VLSI, Stats","Networking, ML",Revise theoretical concepts,Stable
2619,Priya S,Geotech,"CAD, Mechatronics",Take mock tests,Stable
2620,Arjun K,"Digital Logic, CN","RL, Stats",Attend workshops,Declining
2621,Karan R,CAD,"Geotech, Fluid Mech",Join peer study groups,Needs attention
2622,Divya T,"Circuits, Security","Geotech, DSA",Improve time management,Improving
2623,Aisha M,DSA,"Web Dev, Structural",Attend tutoring sessions,Stable
2624,Ravi M,"Data Mining, Machines","Web Dev, Java",Attend tutoring sessions,Declining
2625,Ankit K,"Fluid Mech, Surveying","OS, Data Mining",Improve time management,Stable
2626,Aisha S,Control,"RL, DSA",Take mock tests,Declining
2627,Ravi M,Structural,"Web Dev, AI",Simulate real problems,Declining
2628,Aisha K,"Surveying, VLSI","Geotech, Web Dev",Attend tutoring sessions,Declining
2629,Rahul K,"Geotech, Stats","DL, RL",Use online resources,Declining
2630,Aisha K,NLP,"VLSI, Mechatronics",Revise theoretical concepts,Declining
2631,Arjun T,Security,"Embedded, Math",Focus on weak topics,Improving
2632,Sneha K,Concrete Tech,"DBMS, VLSI",Revise theoretical concepts,Needs attention
2633,Arjun M,ML,"Thermo, Web Dev",Attend workshops,Needs attention
2634,Priya R,"AI, Digital Logic","Math, Data Mining",Simulate real problems,Declining
2635,Divya R,"OS, Digital Logic","DBMS, Data Mining",Improve time management,Stable
2636,Ravi T,"Security, DBMS","Embedded, Fluid Mech",Revise theoretical concepts,Improving
2637,Divya K,Java,"Embedded, DL",Practice regularly,Needs attention
2638,Priya M,"Concrete Tech, Mechatronics","Control, Structural",Focus on weak topics,Needs attention
2639,Sneha T,"Control, Power Systems","Stats, Concrete Tech",Practice regularly,Improving
2640,Sneha T,"Structural, ML","VLSI, Stats",Take mock tests,Stable
2641,Priya T,Dynamics,"NLP, Digital Logic",Take mock tests,Needs attention
2642,Priya R,DBMS,"ML, RL",Attend tutoring sessions,Declining
2643,Arjun K,Control,"EM Theory, CN",Attend tutoring sessions,Improving
2644,Aisha R,"EM Theory, AI","DSA, Dynamics",Practice regularly,Declining
2645,Sneha S,RL,"Mechatronics, NLP",Simulate real problems,Declining
2646,Arjun K,Mechatronics,"DL, NLP",Attend workshops,Stable
2647,Priya T,"Python, DSA","DL, ML",Revise theoretical concepts,Declining
2648,Arjun T,Stats,"RL, Math",Revise theoretical concepts,Stable
2649,Rahul R,DBMS,"Circuits, RL",Join peer study groups,Needs attention
2650,Meera R,"RL, Mechatronics","Web Dev, Stats",Attend tutoring sessions,Stable
2651,Aisha K,"CN, ML","Structural, Circuits",Improve time management,Improving
2652,Ravi M,DL,"NLP, RL",Focus on weak topics,Declining
2653,Arjun S,"AI, CAD","Fluid Mech, RL",Join peer study groups,Needs attention
2654,Priya S,"EM Theory, Embedded","Math, Control",Simulate real problems,Stable
2655,Ravi M,Surveying,"Geotech, OS",Attend tutoring sessions,Declining
2656,Rahul R,Stats,"Concrete Tech, Structural",Use online resources,Declining
2657,Arjun R,"Power Systems, AI","DBMS, OS",Take mock tests,Stable
2658,Rahul R,"RL, Signal Systems","Control, Signal Systems",Practice regularly,Needs attention
2659,Ankit K,ML,"Power Systems, Digital Logic",Focus on weak topics,Needs attention
2660,Aisha S,Data Mining,"Concrete Tech, Machines",Simulate real problems,Improving
2661,Ankit R,Stats,"Control, Machines",Improve time management,Stable
2662,Ravi K,"Fluid Mech, Thermo","Web Dev, DBMS",Take mock tests,Improving
2663,Rahul R,Thermo,"Java, Thermo",Focus on weak topics,Needs attention
2664,Arjun T,Embedded,"Fluid Mech, Python",Focus on weak topics,Declining
2665,Aisha R,"Mechatronics, Signal Systems","Math, Control",Revise theoretical concepts,Declining
2666,Aisha T,Digital Logic,"AI, Geotech",Attend tutoring sessions,Improving
2667,Priya S,"OS, RL","Power Systems, Web Dev",Practice regularly,Stable
2668,Arjun K,"Stats, Thermo","NLP, ML",Take mock tests,Stable
2669,Meera M,Networking,"Data Mining, CAD",Simulate real problems,Needs attention
2670,Aisha S,Mechatronics,"VLSI, Fluid Mech",Attend workshops,Stable
2671,Karan R,"OS, Structural","Thermo, AI",Focus on weak topics,Stable
2672,Meera R,"DL, Java","OS, Concrete Tech",Revise theoretical concepts,Stable
2673,Aisha K,"Stats, Power Systems","Concrete Tech, Stats",Revise theoretical concepts,Improving
2674,Aisha R,"Security, Power Systems","Control, VLSI",Join peer study groups,Declining
2675,Divya T,"Java, Surveying","Math, DSA",Join peer study groups,Stable
2676,Rahul K,"OS, Web Dev","Java, Surveying",Attend tutoring sessions,Stable
2677,Sneha S,"Power Systems, Dynamics","Digital Logic, OS",Improve time management,Needs attention
2678,Ravi T,Embedded,"NLP, Dynamics",Take mock tests,Improving
2679,Ankit K,Dynamics,"Python, Mechatronics",Focus on weak topics,Needs attention
2680,Rahul R,Web Dev,"Math, Concrete Tech",Take mock tests,Declining
2681,Divya K,"Math, Control","Web Dev, Java",Attend workshops,Needs attention
2682,Ankit R,OS,"Concrete Tech, Python",Use online resources,Stable
2683,Arjun K,"CAD, Python","AI, Data Mining",Join peer study groups,Improving
2684,Arjun M,Geotech,"Structural, DL",Revise theoretical concepts,Declining
2685,Sneha K,Structural,"Dynamics, RL",Improve time management,Needs attention
2686,Ravi S,"Machines, Stats","Data Mining, Stats",Practice regularly,Improving
2687,Meera S,Structural,"Mechatronics, Power Systems",Revise theoretical concepts,Improving
2688,Ravi K,"VLSI, EM Theory","Data Mining, Control",Practice regularly,Stable
2689,Ankit T,CN,"Digital Logic, DL",Use online resources,Declining
2690,Ravi R,"CAD, Data Mining","Python, Digital Logic",Practice regularly,Stable
2691,Rahul R,NLP,"DSA, Mechatronics",Simulate real problems,Improving
2692,Arjun T,"Digital Logic, DL","Geotech, Data Mining",Attend tutoring sessions,Improving
2693,Aisha K,"DSA, Math","Web Dev, Circuits",Use online resources,Improving
2694,Divya T,"AI, Signal Systems","ML, RL",Attend tutoring sessions,Needs attention
2695,Meera M,AI,"Geotech, Security",Use online resources,Improving
2696,Ravi K,Fluid Mech,"Geotech, Python",Focus on weak topics,Stable
2697,Sneha R,"Thermo, Data Mining","Circuits, VLSI",Attend workshops,Stable
2698,Priya M,EM Theory,"DSA, CN",Attend tutoring sessions,Needs attention
2699,Priya R,"Fluid Mech, RL","Structural, RL",Attend workshops,Declining
2700,Ravi K,RL,"Circuits, CN",Attend tutoring sessions,Declining
2701,Ankit T,"Structural, Security","Math, Java",Use online resources,Stable
2702,Karan R,Data Mining,"Fluid Mech, Digital Logic",Improve time management,Improving
2703,Ravi S,"Circuits, Power Systems","Structural, Signal Systems",Simulate real problems,Stable
2704,Sneha K,"Python, Machines","Mechatronics, Digital Logic",Attend tutoring sessions,Improving
2705,Ravi S,"Java, RL","DL, Signal Systems",Practice regularly,Stable
2706,Ravi K,DBMS,"Web Dev, ML",Join peer study groups,Needs attention
2707,Ankit R,Concrete Tech,"RL, Structural",Improve time management,Declining
2708,Rahul S,"Web Dev, NLP","Geotech, Dynamics",Attend workshops,Needs attention
2709,Ravi K,CN,"Java, DBMS",Improve time management,Improving
2710,Ravi S,Web Dev,"CAD, Web Dev",Attend tutoring sessions,Needs attention
2711,Arjun S,Machines,"Concrete Tech, VLSI",Use online resources,Declining
2712,Karan M,"RL, Data Mining","Embedded, Structural",Join peer study groups,Improving
2713,Sneha T,Embedded,"AI, Control",Practice regularly,Stable
2714,Ravi M,CAD,"Signal Systems, CAD",Attend tutoring sessions,Declining
2715,Meera S,"Dynamics, Embedded","ML, Fluid Mech",Revise theoretical concepts,Improving
2716,Ankit T,AI,"OS, Python",Focus on weak topics,Needs attention
2717,Ravi S,Machines,"Networking, Concrete Tech",Use online resources,Stable
2718,Divya M,Concrete Tech,"Math, Java",Take mock tests,Needs attention
2719,Karan S,"EM Theory, VLSI","Control, NLP",Attend tutoring sessions,Improving
2720,Priya K,"Embedded, DL","Circuits, Concrete Tech",Join peer study groups,Stable
2721,Aisha R,"Web Dev, Geotech","VLSI, Data Mining",Improve time management,Declining
2722,Divya T,"Digital Logic, CN","Signal Systems, Mechatronics",Simulate real problems,Needs attention
2723,Karan K,Signal Systems,"Embedded, ML",Revise theoretical concepts,Stable
2724,Rahul R,"RL, Digital Logic","EM Theory, Mechatronics",Join peer study groups,Improving
2725,Priya R,"AI, Python","Security, Web Dev",Revise theoretical concepts,Improving
2726,Divya T,Circuits,"Security, Power Systems",Practice regularly,Declining
2727,Aisha S,"Concrete Tech, RL","DBMS, Power Systems",Improve time management,Declining
2728,Arjun K,"Power Systems, Java","Digital Logic, Fluid Mech",Join peer study groups,Improving
2729,Ankit T,"Stats, Python","Stats, CN",Focus on weak topics,Declining
2730,Meera R,"RL, Math","Stats, CN",Attend workshops,Needs attention
2731,Ravi R,"Embedded, NLP","Networking, NLP",Focus on weak topics,Declining
2732,Priya S,"ML, VLSI","Math, Digital Logic",Use online resources,Improving
2733,Arjun R,Surveying,"DL, Surveying",Use online resources,Stable
2734,Karan T,"Python, Mechatronics","Surveying, Machines",Improve time management,Stable
2735,Divya T,"OS, Python","Digital Logic, Structural",Improve time management,Stable
2736,Arjun K,"DSA, CAD","Java, Python",Improve time management,Improving
2737,Rahul R,Power Systems,"Power Systems, Dynamics",Use online resources,Improving
2738,Ravi S,"Structural, VLSI","CN, Data Mining",Attend tutoring sessions,Improving
2739,Sneha K,Fluid Mech,"Math, Structural",Focus on weak topics,Declining
2740,Arjun T,Signal Systems,"Signal Systems, VLSI",Focus on weak topics,Stable
2741,Meera S,"Thermo, CAD","NLP, Power Systems",Join peer study groups,Declining
2742,Aisha R,Data Mining,"Fluid Mech, Math",Attend workshops,Improving
2743,Priya M,"Web Dev, Dynamics","DBMS, Stats",Practice regularly,Stable
2744,Arjun S,Java,"Embedded, OS",Attend workshops,Needs attention
2745,Karan K,"NLP, Circuits","Stats, Math",Use online resources,Needs attention
2746,Divya T,"Java, Python","Circuits, OS",Attend tutoring sessions,Needs attention
2747,Arjun R,"Mechatronics, Security","Dynamics, Fluid Mech",Attend workshops,Stable
2748,Ankit R,"Mechatronics, Embedded","Concrete Tech, Networking",Simulate real problems,Stable
2749,Priya T,Python,"RL, Security",Revise theoretical concepts,Stable
2750,Divya K,ML,"Mechatronics, Web Dev",Join peer study groups,Improving
2751,Rahul M,"DSA, Security","Machines, Mechatronics",Improve time management,Declining
2752,Aisha M,"Mechatronics, ML","Signal Systems, Networking",Take mock tests,Improving
2753,Priya S,OS,"DSA, ML",Practice regularly,Improving
2754,Karan K,"Signal Systems, Math","DL, EM Theory",Improve time management,Needs attention
2755,Ravi R,Stats,"AI, DBMS",Improve time management,Declining
2756,Ankit T,OS,"CN, Security",Take mock tests,Improving
2757,Ankit M,Structural,"Digital Logic, Concrete Tech",Use online resources,Improving
2758,Karan M,DBMS,"NLP, Java",Use online resources,Needs attention
2759,Aisha T,Structural,"RL, DL",Simulate real problems,Needs attention
2760,Rahul K,"Concrete Tech, Web Dev","Embedded, Fluid Mech",Improve time management,Declining
2761,Karan K,Control,"Java, Security",Revise theoretical concepts,Declining
2762,Meera S,DL,"OS, DBMS",Take mock tests,Declining
2763,Priya M,"Geotech, DL","Web Dev, DL",Simulate real problems,Declining
2764,Priya K,"Web Dev, DSA","Control, VLSI",Use online resources,Improving
2765,Meera T,"Java, OS","DL, Stats",Revise theoretical concepts,Stable
2766,Arjun M,NLP,"DSA, Surveying",Take mock tests,Improving
2767,Divya R,Geotech,"DL, Fluid Mech",Simulate real problems,Declining
2768,Divya S,"Java, VLSI","RL, Machines",Simulate real problems,Declining
2769,Rahul M,CAD,"Mechatronics, Python",Simulate real problems,Declining
2770,Priya R,Math,"Signal Systems, Circuits",Improve time management,Declining
2771,Divya S,Surveying,"ML, Python",Revise theoretical concepts,Declining
2772,Ravi K,"Mechatronics, Surveying","Java, Networking",Simulate real problems,Stable
2773,Priya K,"OS, DSA","DSA, Fluid Mech",Use online resources,Stable
2774,Divya T,"NLP, Security","Surveying, Machines",Join peer study groups,Stable
2775,Arjun R,Web Dev,"DBMS, Concrete Tech",Focus on weak topics,Declining
2776,Sneha T,Stats,"DSA, Circuits",Join peer study groups,Stable
2777,Sneha S,Dynamics,"Stats, Signal Systems",Attend tutoring sessions,Improving
2778,Karan R,"Control, Thermo","AI, Embedded",Improve time management,Stable
2779,Karan S,CN,"Math, Geotech",Join peer study groups,Stable
2780,Karan R,"Embedded, Mechatronics","CAD, DBMS",Simulate real problems,Stable
2781,Arjun S,"Math, Stats","Java, Math",Focus on weak topics,Improving
2782,Sneha R,OS,"RL, AI",Improve time management,Declining
2783,Karan R,OS,"Surveying, ML",Practice regularly,Stable
2784,Ravi T,"Surveying, DBMS","NLP, DL",Practice regularly,Improving
2785,Ankit T,"Networking, Stats","NLP, Mechatronics",Revise theoretical concepts,Stable
2786,Arjun T,"Fluid Mech, DSA","Surveying, OS",Focus on weak topics,Declining
2787,Rahul T,"CN, Thermo","OS, RL",Attend workshops,Needs attention
2788,Rahul T,Circuits,"DBMS, Web Dev",Take mock tests,Declining
2789,Aisha S,Structural,"RL, NLP",Use online resources,Declining
2790,Aisha R,VLSI,"Concrete Tech, Power Systems",Use online resources,Stable
2791,Aisha S,"DBMS, Web Dev","OS, Mechatronics",Focus on weak topics,Improving
2792,Sneha R,"Machines, Networking","OS, Embedded",Practice regularly,Stable
2793,Ravi R,"Control, Structural","OS, Digital Logic",Practice regularly,Needs attention
2794,Arjun T,Surveying,"Math, Signal Systems",Use online resources,Declining
2795,Meera T,Java,"Machines, AI",Simulate real problems,Declining
2796,Priya R,Control,"Power Systems, OS",Simulate real problems,Improving
2797,Ravi M,DL,"Mechatronics, RL",Join peer study groups,Declining
2798,Sneha T,Geotech,"Control, ML",Practice regularly,Needs attention
2799,Arjun M,"Geotech, Java","Data Mining, RL",Take mock tests,Stable
2800,Arjun T,"Control, Math","Math, Embedded",Practice regularly,Needs attention
2801,Priya T,"Security, DSA","Web Dev, CN",Join peer study groups,Stable
2802,Ravi S,DL,"Embedded, Control",Revise theoretical concepts,Declining
2803,Sneha M,Embedded,"DBMS, DL",Attend tutoring sessions,Declining
2804,Rahul M,Embedded,"Circuits, VLSI",Use online resources,Needs attention
2805,Priya T,Mechatronics,"Machines, Digital Logic",Improve time management,Needs attention
2806,Ravi S,"Python, Fluid Mech","Concrete Tech, CAD",Use online resources,Needs attention
2807,Meera T,Networking,"DSA, Thermo",Attend tutoring sessions,Declining
2808,Aisha S,"ML, Security","Concrete Tech, Thermo",Revise theoretical concepts,Needs attention
2809,Meera M,"Java, Digital Logic","RL, DSA",Improve time management,Stable
2810,Meera M,ML,"Mechatronics, Thermo",Improve time management,Improving
2811,Karan S,"CN, Stats","Stats, OS",Attend workshops,Improving
2812,Ankit S,"Networking, RL","Security, Machines",Attend tutoring sessions,Needs attention
2813,Karan M,Data Mining,"CN, Security",Revise theoretical concepts,Improving
2814,Ravi M,Security,"Math, CN",Practice regularly,Needs attention
2815,Divya M,"CAD, Structural","Surveying, Java",Simulate real problems,Needs attention
2816,Priya M,"Mechatronics, Networking","Python, DL",Improve time management,Stable
2817,Sneha T,Networking,"Concrete Tech, Thermo",Improve time management,Needs attention
2818,Rahul K,"Digital Logic, CAD","DBMS, Python",Take mock tests,Improving
2819,Ankit T,Control,"Security, CN",Improve time management,Stable
2820,Ankit T,"DSA, Stats","Mechatronics, ML",Join peer study groups,Needs attention
2821,Rahul T,"Math, OS","Embedded, NLP",Use online resources,Stable
2822,Arjun S,"Concrete Tech, Circuits","Dynamics, OS",Improve time management,Improving
2823,Divya S,Dynamics,"Circuits, Security",Attend workshops,Improving
2824,Ravi S,Math,"DBMS, Dynamics",Revise theoretical concepts,Improving
2825,Meera S,Digital Logic,"Networking, RL",Revise theoretical concepts,Declining
2826,Ankit M,Embedded,"Control, Circuits",Simulate real problems,Declining
2827,Meera M,Thermo,"Digital Logic, Security",Take mock tests,Improving
2828,Rahul K,"Security, Java","CAD, Fluid Mech",Focus on weak topics,Stable
2829,Ankit K,"Structural, Concrete Tech","Surveying, Python",Join peer study groups,Declining
2830,Priya R,Embedded,"NLP, Digital Logic",Use online resources,Improving
2831,Rahul R,Power Systems,"Surveying, Signal Systems",Improve time management,Stable
2832,Meera R,Thermo,"Embedded, Control",Take mock tests,Improving
2833,Arjun S,"Structural, Embedded","Surveying, Data Mining",Join peer study groups,Stable
2834,Rahul K,"Circuits, Concrete Tech","EM Theory, ML",Revise theoretical concepts,Improving
2835,Rahul R,"Power Systems, VLSI","OS, Geotech",Revise theoretical concepts,Improving
2836,Meera R,OS,"Math, Machines",Use online resources,Needs attention
2837,Aisha R,"Mechatronics, Circuits","EM Theory, Web Dev",Revise theoretical concepts,Stable
2838,Meera M,"AI, Web Dev","Dynamics, Control",Focus on weak topics,Improving
2839,Divya M,Fluid Mech,"Math, Java",Focus on weak topics,Stable
2840,Divya T,RL,"Mechatronics, VLSI",Improve time management,Declining
2841,Meera R,"Data Mining, Networking","OS, Machines",Attend workshops,Stable
2842,Rahul T,"Concrete Tech, Stats","Surveying, Web Dev",Attend tutoring sessions,Improving
2843,Ankit K,"Thermo, ML","Data Mining, RL",Attend workshops,Needs attention
2844,Karan K,"Thermo, Fluid Mech","CAD, NLP",Practice regularly,Needs attention
2845,Priya K,"DSA, Fluid Mech","Stats, Control",Focus on weak topics,Stable
2846,Arjun T,Geotech,"Thermo, DSA",Revise theoretical concepts,Needs attention
2847,Divya T,Java,"RL, Power Systems",Simulate real problems,Needs attention
2848,Priya S,"Structural, Data Mining","Data Mining, EM Theory",Attend tutoring sessions,Improving
2849,Meera K,"AI, OS","Geotech, Signal Systems",Revise theoretical concepts,Declining
2850,Divya T,"Java, DSA","DL, Embedded",Revise theoretical concepts,Declining
2851,Meera S,EM Theory,"Web Dev, DSA",Take mock tests,Declining
2852,Ravi R,Geotech,"CN, Python",Attend tutoring sessions,Improving
2853,Arjun R,NLP,"Geotech, Control",Practice regularly,Improving
2854,Ravi R,"Networking, ML","Machines, OS",Simulate real problems,Stable
2855,Ravi M,"CAD, Java","Data Mining, Control",Use online resources,Declining
2856,Rahul R,Math,"EM Theory, Data Mining",Improve time management,Improving
2857,Aisha M,CAD,"EM Theory, Data Mining",Attend tutoring sessions,Declining
2858,Ravi S,CN,"Concrete Tech, VLSI",Attend tutoring sessions,Needs attention
2859,Sneha K,NLP,"Security, VLSI",Practice regularly,Improving
2860,Arjun R,"Data Mining, Control","Mechatronics, EM Theory",Revise theoretical concepts,Improving
2861,Priya T,Java,"Control, NLP",Improve time management,Stable
2862,Rahul K,"DL, OS","DSA, Thermo",Attend tutoring sessions,Improving
2863,Divya M,"Data Mining, Networking","Concrete Tech, Embedded",Attend workshops,Stable
2864,Sneha S,"OS, RL","Fluid Mech, Geotech",Join peer study groups,Needs attention
2865,Sneha S,EM Theory,"OS, RL",Attend tutoring sessions,Improving
2866,Karan R,"Circuits, Math","DSA, Math",Practice regularly,Stable
2867,Karan K,"Thermo, DSA","DSA, Fluid Mech",Improve time management,Needs attention
2868,Ravi M,Circuits,"Thermo, VLSI",Practice regularly,Improving
2869,Priya K,"ML, Signal Systems","Java, DBMS",Join peer study groups,Needs attention
2870,Rahul R,"Security, Python","Power Systems, DSA",Focus on weak topics,Stable
