student_id,name,career_goal,internships_done,job_ready,suggested_paths
2521,Meera R,Product Designer,"2 (NLP, Vision)",Yes,"Portfolio enhancement, Certifications in relevant domain"
2522,Ankit M,Cybersecurity Analyst,1 (CAD Internship),Yes,"Core project, mock interviews, LinkedIn optimization"
2523,Arjun R,Web Developer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Portfolio enhancement"
2524,Aisha K,Software Developer,"2 (DevOps, Cloud)",Yes,"Contribute to open source, Portfolio enhancement"
2525,Meera T,Systems Engineer,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, LinkedIn optimization"
2526,Sneha K,Embedded Engineer,"2 (NLP, Vision)",No,"Core project, mock interviews, Apply to research roles"
2527,Rahul K,Data Scientist,1 (ML Intern),Yes,"LinkedIn optimization, Contribute to open source"
2528,Meera K,Product Designer,"2 (DevOps, Cloud)",Yes,"Certifications in relevant domain, Apply to research roles"
2529,Arjun S,Cybersecurity Analyst,1 (AR Intern),Yes,"Practice DSA, GitHub proj, Apply to research roles"
2530,Rahul M,DevOps Specialist,1 (ML Intern),Yes,"Certifications in relevant domain, Attend tech webinars"
2531,Karan T,Systems Engineer,"2 (NLP, Vision)",No,"Attend tech webinars, Build capstone projects"
2532,Meera M,Data Scientist,"2 (NLP, Vision)",No,"Apply to research roles, Attend tech webinars"
2533,Karan M,Data Scientist,1 (Security Intern),Yes,"Portfolio enhancement, Core project, mock interviews"
2534,Ravi T,AR/VR Developer,None,No,"Contribute to open source, Portfolio enhancement"
2535,Ravi T,AI Researcher,1 (IoT Internship),No,"Attend tech webinars, Core project, mock interviews"
2536,Divya S,Cybersecurity Analyst,1 (Security Intern),Yes,"Core project, mock interviews, LinkedIn optimization"
2537,Priya T,DevOps Specialist,1 (Security Intern),No,"Portfolio enhancement, Core project, mock interviews"
2538,Ravi T,Web Developer,"2 (Research, Dev)",Yes,"Attend tech webinars, Core project, mock interviews"
2539,Aisha S,ML Engineer,"2 (DevOps, Cloud)",No,"Build capstone projects, Portfolio enhancement"
2540,Arjun T,ML Engineer,1 (IoT Internship),Yes,"Resume upgrade, hackathons, LinkedIn optimization"
2541,Karan R,DevOps Specialist,"2 (Research, Dev)",Yes,"Resume upgrade, hackathons, Contribute to open source"
2542,Divya M,Cloud Engineer,None,No,"Attend tech webinars, Apply to research roles"
2543,Karan K,Embedded Engineer,None,No,"Build capstone projects, Attend tech webinars"
2544,Meera M,DevOps Specialist,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Portfolio enhancement"
2545,Karan T,DevOps Specialist,"2 (NLP, Vision)",No,"Certifications in relevant domain, Attend tech webinars"
2546,Rahul T,Product Designer,1 (AR Intern),Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
2547,Ravi T,Cybersecurity Analyst,1 (Web Dev Intern),No,"Apply to research roles, Attend tech webinars"
2548,Rahul T,Cloud Engineer,1 (AR Intern),Yes,"Certifications in relevant domain, Attend tech webinars"
2549,Ankit K,Systems Engineer,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Contribute to open source"
2550,Ankit S,Web Developer,1 (AR Intern),No,"Resume upgrade, hackathons, Apply to research roles"
2551,Divya M,Cybersecurity Analyst,1 (Security Intern),Yes,"Resume upgrade, hackathons, Build capstone projects"
2552,Aisha M,Product Designer,1 (Web Dev Intern),No,"Resume upgrade, hackathons, LinkedIn optimization"
2553,Meera R,Embedded Engineer,1 (AR Intern),Yes,"Attend tech webinars, Resume upgrade, hackathons"
2554,Arjun M,DevOps Specialist,1 (CAD Internship),No,"Apply to research roles, Core project, mock interviews"
2555,Ankit M,Software Developer,1 (AR Intern),Yes,"Core project, mock interviews, Resume upgrade, hackathons"
2556,Ravi M,AI Researcher,"2 (Research, Dev)",Yes,"Core project, mock interviews, Certifications in relevant domain"
2557,Meera S,AI Researcher,1 (CAD Internship),Yes,"Contribute to open source, Portfolio enhancement"
2558,Arjun S,Systems Engineer,1 (Web Dev Intern),No,"Apply to research roles, Build capstone projects"
2559,Priya R,AI Researcher,"2 (NLP, Vision)",No,"Build capstone projects, Portfolio enhancement"
2560,Arjun M,Embedded Engineer,1 (Web Dev Intern),Yes,"LinkedIn optimization, Practice DSA, GitHub proj"
2561,Ankit S,Software Developer,1 (AR Intern),Yes,"Contribute to open source, Build capstone projects"
2562,Ravi T,Software Developer,1 (Security Intern),No,"Core project, mock interviews, Attend tech webinars"
2563,Ankit T,Cloud Engineer,1 (CAD Internship),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
2564,Aisha M,AI Researcher,1 (Web Dev Intern),No,"Certifications in relevant domain, Attend tech webinars"
2565,Meera S,Product Designer,1 (IoT Internship),No,"LinkedIn optimization, Build capstone projects"
2566,Arjun M,AI Researcher,None,No,"Practice DSA, GitHub proj, Build capstone projects"
2567,Karan T,Product Designer,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Attend tech webinars"
2568,Rahul K,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Core project, mock interviews, Portfolio enhancement"
2569,Meera R,Embedded Engineer,"2 (NLP, Vision)",Yes,"Core project, mock interviews, Practice DSA, GitHub proj"
2570,Karan T,AR/VR Developer,1 (ML Intern),Yes,"Attend tech webinars, Core project, mock interviews"
2571,Meera K,DevOps Specialist,1 (AR Intern),Yes,"Apply to research roles, Portfolio enhancement"
2572,Sneha R,Systems Engineer,"2 (NLP, Vision)",No,"Certifications in relevant domain, Portfolio enhancement"
2573,Divya M,Web Developer,"2 (NLP, Vision)",Yes,"Certifications in relevant domain, Build capstone projects"
2574,Divya K,Product Designer,1 (AR Intern),Yes,"Build capstone projects, Resume upgrade, hackathons"
2575,Sneha S,Systems Engineer,1 (CAD Internship),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
2576,Ravi R,AR/VR Developer,None,No,"Apply to research roles, Practice DSA, GitHub proj"
2577,Sneha R,Product Designer,None,No,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
2578,Meera T,Web Developer,"2 (Research, Dev)",No,"Attend tech webinars, Practice DSA, GitHub proj"
2579,Arjun K,Software Developer,1 (CAD Internship),Yes,"Portfolio enhancement, Certifications in relevant domain"
2580,Arjun K,ML Engineer,1 (IoT Internship),Yes,"Build capstone projects, LinkedIn optimization"
2581,Meera T,AI Researcher,"2 (DevOps, Cloud)",No,"Apply to research roles, Contribute to open source"
2582,Divya S,AI Researcher,1 (Web Dev Intern),No,"Core project, mock interviews, Apply to research roles"
2583,Aisha S,Product Designer,1 (Web Dev Intern),Yes,"Resume upgrade, hackathons, Core project, mock interviews"
2584,Rahul S,Systems Engineer,None,No,"Build capstone projects, Apply to research roles"
2585,Ravi T,Embedded Engineer,1 (Security Intern),Yes,"Portfolio enhancement, Apply to research roles"
2586,Meera R,Software Developer,1 (IoT Internship),Yes,"Build capstone projects, Contribute to open source"
2587,Karan R,Web Developer,1 (ML Intern),Yes,"Attend tech webinars, Portfolio enhancement"
2588,Meera R,Cybersecurity Analyst,1 (AR Intern),No,"Core project, mock interviews, Attend tech webinars"
2589,Aisha T,AR/VR Developer,None,No,"Attend tech webinars, Practice DSA, GitHub proj"
2590,Sneha T,Cloud Engineer,"2 (Research, Dev)",Yes,"Portfolio enhancement, Certifications in relevant domain"
2591,Meera K,DevOps Specialist,1 (Security Intern),No,"Build capstone projects, Portfolio enhancement"
2592,Arjun S,Data Scientist,1 (Web Dev Intern),Yes,"Practice DSA, GitHub proj, Core project, mock interviews"
2593,Arjun M,ML Engineer,1 (Web Dev Intern),Yes,"Contribute to open source, Portfolio enhancement"
2594,Arjun M,Cloud Engineer,1 (Web Dev Intern),No,"Resume upgrade, hackathons, Certifications in relevant domain"
2595,Rahul M,AR/VR Developer,1 (Security Intern),No,"Certifications in relevant domain, Attend tech webinars"
2596,Karan K,Data Scientist,1 (CAD Internship),No,"Contribute to open source, Practice DSA, GitHub proj"
2597,Ravi M,Cloud Engineer,None,No,"Build capstone projects, Contribute to open source"
2598,Rahul R,Cybersecurity Analyst,"2 (NLP, Vision)",No,"Portfolio enhancement, Core project, mock interviews"
2599,Ravi M,Cloud Engineer,1 (Web Dev Intern),No,"Resume upgrade, hackathons, Certifications in relevant domain"
2600,Rahul R,Systems Engineer,"2 (Research, Dev)",No,"Practice DSA, GitHub proj, Build capstone projects"
2601,Ankit K,Cybersecurity Analyst,1 (IoT Internship),Yes,"Certifications in relevant domain, Contribute to open source"
2602,Divya T,AR/VR Developer,"2 (Research, Dev)",Yes,"Certifications in relevant domain, Resume upgrade, hackathons"
2603,Rahul S,Cybersecurity Analyst,None,No,"Certifications in relevant domain, Portfolio enhancement"
2604,Rahul M,Embedded Engineer,"2 (NLP, Vision)",Yes,"Build capstone projects, Resume upgrade, hackathons"
2605,Priya S,Web Developer,1 (ML Intern),Yes,"Apply to research roles, Attend tech webinars"
2606,Meera S,Software Developer,1 (Web Dev Intern),Yes,"Core project, mock interviews, Practice DSA, GitHub proj"
2607,Karan K,Web Developer,1 (Security Intern),Yes,"Apply to research roles, Portfolio enhancement"
2608,Priya T,DevOps Specialist,None,No,"Contribute to open source, Resume upgrade, hackathons"
2609,Ravi R,Embedded Engineer,"2 (NLP, Vision)",Yes,"Build capstone projects, Core project, mock interviews"
2610,Ravi T,ML Engineer,1 (Web Dev Intern),No,"Resume upgrade, hackathons, LinkedIn optimization"
2611,Sneha T,AR/VR Developer,1 (ML Intern),Yes,"Portfolio enhancement, Attend tech webinars"
2612,Arjun S,DevOps Specialist,1 (AR Intern),Yes,"Apply to research roles, Resume upgrade, hackathons"
2613,Meera M,Web Developer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Build capstone projects"
2614,Arjun R,ML Engineer,1 (Security Intern),Yes,"Contribute to open source, Resume upgrade, hackathons"
2615,Ankit K,DevOps Specialist,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Core project, mock interviews"
2616,Ravi K,AI Researcher,1 (ML Intern),No,"Apply to research roles, Certifications in relevant domain"
2617,Priya M,DevOps Specialist,1 (CAD Internship),No,"Core project, mock interviews, Contribute to open source"
2618,Divya S,ML Engineer,1 (ML Intern),Yes,"Contribute to open source, Apply to research roles"
2619,Priya S,DevOps Specialist,1 (ML Intern),Yes,"Resume upgrade, hackathons, Attend tech webinars"
2620,Arjun K,ML Engineer,1 (CAD Internship),Yes,"Build capstone projects, Certifications in relevant domain"
2621,Karan R,ML Engineer,"2 (DevOps, Cloud)",No,"Attend tech webinars, Core project, mock interviews"
2622,Divya T,Data Scientist,None,No,"Apply to research roles, Core project, mock interviews"
2623,Aisha M,DevOps Specialist,"2 (DevOps, Cloud)",No,"Practice DSA, GitHub proj, Portfolio enhancement"
2624,Ravi M,Data Scientist,"2 (DevOps, Cloud)",Yes,"Portfolio enhancement, Core project, mock interviews"
2625,Ankit K,Data Scientist,1 (CAD Internship),Yes,"LinkedIn optimization, Portfolio enhancement"
2626,Aisha S,Software Developer,1 (CAD Internship),No,"Core project, mock interviews, Practice DSA, GitHub proj"
2627,Ravi M,Web Developer,1 (Security Intern),Yes,"Attend tech webinars, Portfolio enhancement"
2628,Aisha K,Cybersecurity Analyst,1 (AR Intern),Yes,"Portfolio enhancement, Build capstone projects"
2629,Rahul K,AI Researcher,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
2630,Aisha K,DevOps Specialist,1 (ML Intern),Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
2631,Arjun T,AI Researcher,1 (IoT Internship),Yes,"Attend tech webinars, Practice DSA, GitHub proj"
2632,Sneha K,AI Researcher,1 (IoT Internship),Yes,"Apply to research roles, Attend tech webinars"
2633,Arjun M,ML Engineer,"2 (NLP, Vision)",No,"Practice DSA, GitHub proj, Build capstone projects"
2634,Priya R,ML Engineer,1 (AR Intern),Yes,"Build capstone projects, Portfolio enhancement"
2635,Divya R,Web Developer,1 (AR Intern),No,"Build capstone projects, Contribute to open source"
2636,Ravi T,ML Engineer,1 (AR Intern),Yes,"Attend tech webinars, Apply to research roles"
2637,Divya K,Embedded Engineer,1 (CAD Internship),Yes,"Core project, mock interviews, Certifications in relevant domain"
2638,Priya M,Product Designer,"2 (Research, Dev)",Yes,"LinkedIn optimization, Contribute to open source"
2639,Sneha T,Data Scientist,"2 (Research, Dev)",Yes,"Certifications in relevant domain, Contribute to open source"
2640,Sneha T,ML Engineer,1 (Web Dev Intern),No,"Apply to research roles, Build capstone projects"
2641,Priya T,Cloud Engineer,1 (AR Intern),Yes,"Contribute to open source, LinkedIn optimization"
2642,Priya R,Product Designer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Practice DSA, GitHub proj"
2643,Arjun K,AI Researcher,1 (ML Intern),Yes,"Contribute to open source, Certifications in relevant domain"
2644,Aisha R,Data Scientist,1 (IoT Internship),No,"Apply to research roles, Certifications in relevant domain"
2645,Sneha S,AI Researcher,"2 (DevOps, Cloud)",No,"Certifications in relevant domain, LinkedIn optimization"
2646,Arjun K,Web Developer,"2 (NLP, Vision)",Yes,"Contribute to open source, Portfolio enhancement"
2647,Priya T,Software Developer,1 (Security Intern),Yes,"Contribute to open source, Resume upgrade, hackathons"
2648,Arjun T,Web Developer,"2 (NLP, Vision)",No,"Attend tech webinars, Portfolio enhancement"
2649,Rahul R,AR/VR Developer,1 (IoT Internship),Yes,"Build capstone projects, Contribute to open source"
2650,Meera R,Cybersecurity Analyst,"2 (DevOps, Cloud)",No,"Certifications in relevant domain, Core project, mock interviews"
2651,Aisha K,DevOps Specialist,1 (CAD Internship),No,"Build capstone projects, Practice DSA, GitHub proj"
2652,Ravi M,Cybersecurity Analyst,1 (Security Intern),No,"LinkedIn optimization, Practice DSA, GitHub proj"
2653,Arjun S,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Attend tech webinars, Resume upgrade, hackathons"
2654,Priya S,Software Developer,1 (Security Intern),No,"Attend tech webinars, Practice DSA, GitHub proj"
2655,Ravi M,Cybersecurity Analyst,1 (CAD Internship),Yes,"Apply to research roles, Contribute to open source"
2656,Rahul R,DevOps Specialist,1 (Security Intern),Yes,"Contribute to open source, Practice DSA, GitHub proj"
2657,Arjun R,Cloud Engineer,1 (AR Intern),Yes,"Build capstone projects, Core project, mock interviews"
2658,Rahul R,Systems Engineer,"2 (Research, Dev)",Yes,"Certifications in relevant domain, LinkedIn optimization"
2659,Ankit K,Systems Engineer,"2 (DevOps, Cloud)",No,"Attend tech webinars, Certifications in relevant domain"
2660,Aisha S,AR/VR Developer,1 (Security Intern),Yes,"Attend tech webinars, Build capstone projects"
2661,Ankit R,ML Engineer,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Attend tech webinars"
2662,Ravi K,Product Designer,1 (Security Intern),Yes,"LinkedIn optimization, Build capstone projects"
2663,Rahul R,DevOps Specialist,1 (Security Intern),Yes,"Contribute to open source, Apply to research roles"
2664,Arjun T,AI Researcher,1 (ML Intern),No,"Apply to research roles, Certifications in relevant domain"
2665,Aisha R,Systems Engineer,None,No,"Practice DSA, GitHub proj, LinkedIn optimization"
2666,Aisha T,Cloud Engineer,1 (ML Intern),Yes,"Contribute to open source, Portfolio enhancement"
2667,Priya S,Cloud Engineer,"2 (Research, Dev)",No,"Build capstone projects, Contribute to open source"
2668,Arjun K,Product Designer,1 (AR Intern),Yes,"Build capstone projects, Certifications in relevant domain"
2669,Meera M,Data Scientist,1 (AR Intern),No,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
2670,Aisha S,Software Developer,1 (IoT Internship),Yes,"Practice DSA, GitHub proj, LinkedIn optimization"
2671,Karan R,Embedded Engineer,1 (Security Intern),Yes,"Core project, mock interviews, Build capstone projects"
2672,Meera R,Data Scientist,1 (IoT Internship),No,"Core project, mock interviews, Apply to research roles"
2673,Aisha K,ML Engineer,None,No,"Attend tech webinars, Core project, mock interviews"
2674,Aisha R,Product Designer,1 (CAD Internship),No,"Contribute to open source, Portfolio enhancement"
2675,Divya T,Cloud Engineer,"2 (Research, Dev)",Yes,"Apply to research roles, Portfolio enhancement"
2676,Rahul K,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Build capstone projects"
2677,Sneha S,Embedded Engineer,"2 (NLP, Vision)",Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
2678,Ravi T,Systems Engineer,1 (ML Intern),No,"Build capstone projects, Core project, mock interviews"
2679,Ankit K,Embedded Engineer,"2 (NLP, Vision)",No,"Portfolio enhancement, Contribute to open source"
2680,Rahul R,Data Scientist,1 (CAD Internship),No,"Certifications in relevant domain, Attend tech webinars"
2681,Divya K,Cloud Engineer,1 (IoT Internship),No,"Apply to research roles, Attend tech webinars"
2682,Ankit R,Cybersecurity Analyst,None,No,"Contribute to open source, Certifications in relevant domain"
2683,Arjun K,AR/VR Developer,1 (Web Dev Intern),Yes,"Practice DSA, GitHub proj, Attend tech webinars"
2684,Arjun M,Software Developer,None,No,"LinkedIn optimization, Practice DSA, GitHub proj"
2685,Sneha K,Systems Engineer,1 (Security Intern),No,"Practice DSA, GitHub proj, Apply to research roles"
2686,Ravi S,Cloud Engineer,1 (CAD Internship),No,"Core project, mock interviews, Contribute to open source"
2687,Meera S,Data Scientist,1 (IoT Internship),Yes,"Attend tech webinars, Core project, mock interviews"
2688,Ravi K,Embedded Engineer,"2 (NLP, Vision)",Yes,"Practice DSA, GitHub proj, Attend tech webinars"
2689,Ankit T,Cloud Engineer,1 (Web Dev Intern),Yes,"Certifications in relevant domain, Core project, mock interviews"
2690,Ravi R,Software Developer,"2 (NLP, Vision)",No,"Contribute to open source, Certifications in relevant domain"
2691,Rahul R,AI Researcher,1 (AR Intern),No,"Portfolio enhancement, Resume upgrade, hackathons"
2692,Arjun T,Embedded Engineer,1 (Security Intern),Yes,"Certifications in relevant domain, Apply to research roles"
2693,Aisha K,DevOps Specialist,1 (AR Intern),Yes,"Attend tech webinars, Portfolio enhancement"
2694,Divya T,Cloud Engineer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Resume upgrade, hackathons"
2695,Meera M,Systems Engineer,1 (CAD Internship),Yes,"Attend tech webinars, Certifications in relevant domain"
2696,Ravi K,AR/VR Developer,1 (IoT Internship),Yes,"Certifications in relevant domain, Core project, mock interviews"
2697,Sneha R,Data Scientist,None,No,"Certifications in relevant domain, Practice DSA, GitHub proj"
2698,Priya M,ML Engineer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Resume upgrade, hackathons"
2699,Priya R,Web Developer,1 (AR Intern),No,"Resume upgrade, hackathons, Apply to research roles"
2700,Ravi K,Web Developer,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Build capstone projects"
2701,Ankit T,Cloud Engineer,1 (CAD Internship),No,"LinkedIn optimization, Apply to research roles"
2702,Karan R,Embedded Engineer,None,No,"Contribute to open source, LinkedIn optimization"
2703,Ravi S,DevOps Specialist,1 (CAD Internship),No,"LinkedIn optimization, Portfolio enhancement"
2704,Sneha K,Embedded Engineer,None,No,"Contribute to open source, Certifications in relevant domain"
2705,Ravi S,Product Designer,"2 (NLP, Vision)",Yes,"Build capstone projects, Portfolio enhancement"
2706,Ravi K,AR/VR Developer,1 (CAD Internship),No,"Portfolio enhancement, Practice DSA, GitHub proj"
2707,Ankit R,Systems Engineer,1 (AR Intern),Yes,"Attend tech webinars, LinkedIn optimization"
2708,Rahul S,Web Developer,1 (ML Intern),No,"Practice DSA, GitHub proj, Portfolio enhancement"
2709,Ravi K,Embedded Engineer,1 (ML Intern),Yes,"Contribute to open source, Portfolio enhancement"
2710,Ravi S,AI Researcher,1 (CAD Internship),Yes,"Contribute to open source, Build capstone projects"
2711,Arjun S,Cybersecurity Analyst,1 (AR Intern),Yes,"Apply to research roles, Portfolio enhancement"
2712,Karan M,Systems Engineer,"2 (NLP, Vision)",No,"Core project, mock interviews, Certifications in relevant domain"
2713,Sneha T,AR/VR Developer,"2 (DevOps, Cloud)",No,"LinkedIn optimization, Core project, mock interviews"
2714,Ravi M,Product Designer,1 (AR Intern),No,"Apply to research roles, Portfolio enhancement"
2715,Meera S,Embedded Engineer,1 (AR Intern),Yes,"Build capstone projects, Portfolio enhancement"
2716,Ankit T,Systems Engineer,None,No,"Contribute to open source, Practice DSA, GitHub proj"
2717,Ravi S,Web Developer,1 (Web Dev Intern),No,"Contribute to open source, Portfolio enhancement"
2718,Divya M,Web Developer,1 (Security Intern),Yes,"Core project, mock interviews, Resume upgrade, hackathons"
2719,Karan S,Cybersecurity Analyst,1 (IoT Internship),Yes,"Certifications in relevant domain, LinkedIn optimization"
2720,Priya K,Cloud Engineer,1 (Web Dev Intern),Yes,"Portfolio enhancement, LinkedIn optimization"
2721,Aisha R,Embedded Engineer,1 (CAD Internship),No,"Contribute to open source, Portfolio enhancement"
2722,Divya T,Web Developer,"2 (DevOps, Cloud)",Yes,"Contribute to open source, Portfolio enhancement"
2723,Karan K,DevOps Specialist,1 (Web Dev Intern),Yes,"Practice DSA, GitHub proj, Core project, mock interviews"
2724,Rahul R,ML Engineer,1 (CAD Internship),Yes,"Resume upgrade, hackathons, Attend tech webinars"
2725,Priya R,Cybersecurity Analyst,1 (ML Intern),Yes,"LinkedIn optimization, Attend tech webinars"
2726,Divya T,AR/VR Developer,1 (CAD Internship),Yes,"Portfolio enhancement, Apply to research roles"
2727,Aisha S,AI Researcher,None,No,"Resume upgrade, hackathons, Core project, mock interviews"
2728,Arjun K,Data Scientist,1 (IoT Internship),Yes,"LinkedIn optimization, Practice DSA, GitHub proj"
2729,Ankit T,Web Developer,None,No,"Practice DSA, GitHub proj, LinkedIn optimization"
2730,Meera R,Product Designer,1 (AR Intern),Yes,"Portfolio enhancement, LinkedIn optimization"
2731,Ravi R,ML Engineer,None,No,"Practice DSA, GitHub proj, Contribute to open source"
2732,Priya S,AI Researcher,1 (Security Intern),Yes,"LinkedIn optimization, Attend tech webinars"
2733,Arjun R,AI Researcher,1 (ML Intern),Yes,"Certifications in relevant domain, Attend tech webinars"
2734,Karan T,Software Developer,"2 (Research, Dev)",No,"Apply to research roles, Resume upgrade, hackathons"
2735,Divya T,DevOps Specialist,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Core project, mock interviews"
2736,Arjun K,AR/VR Developer,"2 (NLP, Vision)",Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
2737,Rahul R,Web Developer,1 (Security Intern),No,"LinkedIn optimization, Portfolio enhancement"
2738,Ravi S,Software Developer,1 (CAD Internship),Yes,"Resume upgrade, hackathons, Core project, mock interviews"
2739,Sneha K,Systems Engineer,1 (Security Intern),Yes,"Apply to research roles, Contribute to open source"
2740,Arjun T,Cybersecurity Analyst,None,No,"Core project, mock interviews, Build capstone projects"
2741,Meera S,AR/VR Developer,1 (AR Intern),Yes,"Resume upgrade, hackathons, Contribute to open source"
2742,Aisha R,Cybersecurity Analyst,1 (IoT Internship),Yes,"Portfolio enhancement, Core project, mock interviews"
2743,Priya M,Systems Engineer,1 (AR Intern),No,"Build capstone projects, Practice DSA, GitHub proj"
2744,Arjun S,Product Designer,"2 (Research, Dev)",Yes,"Attend tech webinars, Resume upgrade, hackathons"
2745,Karan K,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Core project, mock interviews, Portfolio enhancement"
2746,Divya T,AR/VR Developer,"2 (Research, Dev)",Yes,"Build capstone projects, Apply to research roles"
2747,Arjun R,Software Developer,"2 (DevOps, Cloud)",No,"Apply to research roles, Practice DSA, GitHub proj"
2748,Ankit R,Web Developer,1 (Security Intern),Yes,"LinkedIn optimization, Resume upgrade, hackathons"
2749,Priya T,DevOps Specialist,1 (Security Intern),Yes,"Certifications in relevant domain, Apply to research roles"
2750,Divya K,Systems Engineer,1 (Security Intern),Yes,"Contribute to open source, Apply to research roles"
2751,Rahul M,Systems Engineer,1 (IoT Internship),Yes,"Resume upgrade, hackathons, Apply to research roles"
2752,Aisha M,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Resume upgrade, hackathons"
2753,Priya S,Data Scientist,"2 (Research, Dev)",No,"Resume upgrade, hackathons, Portfolio enhancement"
2754,Karan K,Cloud Engineer,"2 (NLP, Vision)",No,"LinkedIn optimization, Portfolio enhancement"
2755,Ravi R,AI Researcher,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
2756,Ankit T,Embedded Engineer,None,No,"Resume upgrade, hackathons, Certifications in relevant domain"
2757,Ankit M,Embedded Engineer,None,No,"Resume upgrade, hackathons, Attend tech webinars"
2758,Karan M,Systems Engineer,1 (Web Dev Intern),Yes,"Certifications in relevant domain, Resume upgrade, hackathons"
2759,Aisha T,Web Developer,1 (ML Intern),No,"Build capstone projects, Contribute to open source"
2760,Rahul K,AI Researcher,1 (AR Intern),Yes,"Apply to research roles, Certifications in relevant domain"
2761,Karan K,Software Developer,1 (CAD Internship),Yes,"Portfolio enhancement, Certifications in relevant domain"
2762,Meera S,ML Engineer,1 (ML Intern),No,"Core project, mock interviews, Certifications in relevant domain"
2763,Priya M,Data Scientist,None,No,"Core project, mock interviews, Practice DSA, GitHub proj"
2764,Priya K,Software Developer,"2 (Research, Dev)",No,"Core project, mock interviews, Apply to research roles"
2765,Meera T,Data Scientist,1 (AR Intern),Yes,"LinkedIn optimization, Apply to research roles"
2766,Arjun M,DevOps Specialist,1 (ML Intern),Yes,"Certifications in relevant domain, Build capstone projects"
2767,Divya R,ML Engineer,1 (CAD Internship),Yes,"Attend tech webinars, Portfolio enhancement"
2768,Divya S,Embedded Engineer,None,No,"LinkedIn optimization, Certifications in relevant domain"
2769,Rahul M,Product Designer,1 (AR Intern),Yes,"Resume upgrade, hackathons, Contribute to open source"
2770,Priya R,AI Researcher,1 (Web Dev Intern),Yes,"Certifications in relevant domain, LinkedIn optimization"
2771,Divya S,DevOps Specialist,1 (Web Dev Intern),No,"Portfolio enhancement, Apply to research roles"
2772,Ravi K,Software Developer,1 (AR Intern),No,"Resume upgrade, hackathons, Build capstone projects"
2773,Priya K,DevOps Specialist,"2 (NLP, Vision)",No,"Certifications in relevant domain, Practice DSA, GitHub proj"
2774,Divya T,Embedded Engineer,1 (CAD Internship),No,"Attend tech webinars, Apply to research roles"
2775,Arjun R,ML Engineer,1 (Web Dev Intern),Yes,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
2776,Sneha T,Data Scientist,"2 (NLP, Vision)",Yes,"Contribute to open source, LinkedIn optimization"
2777,Sneha S,AR/VR Developer,"2 (DevOps, Cloud)",No,"Apply to research roles, Build capstone projects"
2778,Karan R,Data Scientist,1 (CAD Internship),Yes,"LinkedIn optimization, Resume upgrade, hackathons"
2779,Karan S,Product Designer,None,No,"LinkedIn optimization, Attend tech webinars"
2780,Karan R,Software Developer,1 (Web Dev Intern),No,"Portfolio enhancement, Resume upgrade, hackathons"
2781,Arjun S,Web Developer,1 (IoT Internship),Yes,"Resume upgrade, hackathons, Build capstone projects"
2782,Sneha R,DevOps Specialist,"2 (DevOps, Cloud)",No,"Build capstone projects, Portfolio enhancement"
2783,Karan R,AI Researcher,1 (CAD Internship),Yes,"Attend tech webinars, Practice DSA, GitHub proj"
2784,Ravi T,ML Engineer,1 (Web Dev Intern),Yes,"Apply to research roles, Attend tech webinars"
2785,Ankit T,Product Designer,1 (Security Intern),Yes,"Portfolio enhancement, Attend tech webinars"
2786,Arjun T,Software Developer,"2 (DevOps, Cloud)",Yes,"Certifications in relevant domain, Apply to research roles"
2787,Rahul T,AR/VR Developer,1 (ML Intern),Yes,"Certifications in relevant domain, Contribute to open source"
2788,Rahul T,DevOps Specialist,None,No,"LinkedIn optimization, Build capstone projects"
2789,Aisha S,Cloud Engineer,1 (Security Intern),No,"Contribute to open source, Attend tech webinars"
